"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"7","0.014757774","ipcas_21:73:31","149","1","0","LIED12CTRL/LLN0$Status","1","1","0"
"8","0.014762719","ipcas_21:73:31","146","1","0","LIED12PROT/LLN0$Alarm","1","",""
"9","0.014763882","ipcas_21:73:31","203","1","0","LIED12MEAS/LLN0$Measurement","311","307","305"
"60","1.039338991","ipcas_21:73:31","149","1","1","LIED12CTRL/LLN0$Status","1","1","0"
"61","1.039339431","ipcas_21:73:31","146","1","1","LIED12PROT/LLN0$Alarm","1","",""
"62","1.039340259","ipcas_21:73:31","203","1","1","LIED12MEAS/LLN0$Measurement","310","310","313"
"113","2.086056782","ipcas_21:73:31","149","1","2","LIED12CTRL/LLN0$Status","1","1","0"
"114","2.086061463","ipcas_21:73:31","146","1","2","LIED12PROT/LLN0$Alarm","1","",""
"115","2.087591382","ipcas_21:73:31","203","1","2","LIED12MEAS/LLN0$Measurement","308","309","308"
"166","3.146784663","ipcas_21:73:31","149","1","3","LIED12CTRL/LLN0$Status","1","1","0"
"167","3.146785779","ipcas_21:73:31","146","1","3","LIED12PROT/LLN0$Alarm","1","",""
"168","3.146786785","ipcas_21:73:31","203","1","3","LIED12MEAS/LLN0$Measurement","309","306","315"
"219","4.175669513","ipcas_21:73:31","149","1","4","LIED12CTRL/LLN0$Status","1","1","0"
"220","4.175672316","ipcas_21:73:31","146","1","4","LIED12PROT/LLN0$Alarm","1","",""
"221","4.175672762","ipcas_21:73:31","203","1","4","LIED12MEAS/LLN0$Measurement","313","315","310"
"272","5.237780348","ipcas_21:73:31","149","1","5","LIED12CTRL/LLN0$Status","1","1","0"
"273","5.237782231","ipcas_21:73:31","146","1","5","LIED12PROT/LLN0$Alarm","1","",""
"274","5.238059252","ipcas_21:73:31","203","1","5","LIED12MEAS/LLN0$Measurement","315","311","314"
"325","6.298986477","ipcas_21:73:31","149","1","6","LIED12CTRL/LLN0$Status","1","1","0"
"326","6.299271277","ipcas_21:73:31","146","1","6","LIED12PROT/LLN0$Alarm","1","",""
"327","6.299275374","ipcas_21:73:31","203","1","6","LIED12MEAS/LLN0$Measurement","309","314","315"
"378","7.345690480","ipcas_21:73:31","149","1","7","LIED12CTRL/LLN0$Status","1","1","0"
"379","7.346485463","ipcas_21:73:31","146","1","7","LIED12PROT/LLN0$Alarm","1","",""
"380","7.346591741","ipcas_21:73:31","203","1","7","LIED12MEAS/LLN0$Measurement","315","310","307"
"431","8.410489366","ipcas_21:73:31","149","1","8","LIED12CTRL/LLN0$Status","1","1","0"
"432","8.410494404","ipcas_21:73:31","146","1","8","LIED12PROT/LLN0$Alarm","1","",""
"433","8.410495627","ipcas_21:73:31","203","1","8","LIED12MEAS/LLN0$Measurement","312","311","309"
"484","9.452516513","ipcas_21:73:31","149","1","9","LIED12CTRL/LLN0$Status","1","1","0"
"485","9.453485389","ipcas_21:73:31","146","1","9","LIED12PROT/LLN0$Alarm","1","",""
"486","9.453489840","ipcas_21:73:31","203","1","9","LIED12MEAS/LLN0$Measurement","310","305","312"
"538","10.508865528","ipcas_21:73:31","149","1","10","LIED12CTRL/LLN0$Status","1","1","0"
"539","10.508870072","ipcas_21:73:31","146","1","10","LIED12PROT/LLN0$Alarm","1","",""
"540","10.508871124","ipcas_21:73:31","203","1","10","LIED12MEAS/LLN0$Measurement","307","306","310"
"591","11.570936148","ipcas_21:73:31","149","1","11","LIED12CTRL/LLN0$Status","1","1","0"
"592","11.572431354","ipcas_21:73:31","146","1","11","LIED12PROT/LLN0$Alarm","1","",""
"593","11.572457448","ipcas_21:73:31","203","1","11","LIED12MEAS/LLN0$Measurement","305","308","308"
"644","12.629625318","ipcas_21:73:31","149","1","12","LIED12CTRL/LLN0$Status","1","1","0"
"645","12.629628105","ipcas_21:73:31","146","1","12","LIED12PROT/LLN0$Alarm","1","",""
"646","12.629628790","ipcas_21:73:31","203","1","12","LIED12MEAS/LLN0$Measurement","313","312","310"
"697","13.684796530","ipcas_21:73:31","149","1","13","LIED12CTRL/LLN0$Status","1","1","0"
"698","13.684801387","ipcas_21:73:31","146","1","13","LIED12PROT/LLN0$Alarm","1","",""
"699","13.684802557","ipcas_21:73:31","203","1","13","LIED12MEAS/LLN0$Measurement","311","308","309"
"750","14.747558739","ipcas_21:73:31","149","1","14","LIED12CTRL/LLN0$Status","1","1","0"
"751","14.750833346","ipcas_21:73:31","146","1","14","LIED12PROT/LLN0$Alarm","1","",""
"752","14.750944653","ipcas_21:73:31","203","1","14","LIED12MEAS/LLN0$Measurement","312","307","305"
"774","15.505919291","ipcas_21:73:31","149","5","0","LIED12CTRL/LLN0$Status","1","1","0"
"804","15.804176652","ipcas_21:73:31","149","1","15","LIED12CTRL/LLN0$Status","1","1","0"
"805","15.804181386","ipcas_21:73:31","146","1","15","LIED12PROT/LLN0$Alarm","1","",""
"806","15.804182479","ipcas_21:73:31","203","1","15","LIED12MEAS/LLN0$Measurement","313","308","305"
