"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"37","0.980097273","ipcas_21:73:21","149","1","0","LIED32CTRL/LLN0$Status","1","1","0"
"38","0.980438355","ipcas_21:73:21","146","1","0","LIED32PROT/LLN0$Alarm","1","",""
"39","0.980440789","ipcas_21:73:21","198","1","0","LIED32MEAS/LLN0$Measurement","249","250","251"
"90","2.002194589","ipcas_21:73:21","149","1","1","LIED32CTRL/LLN0$Status","1","1","0"
"91","2.002200242","ipcas_21:73:21","146","1","1","LIED32PROT/LLN0$Alarm","1","",""
"92","2.002201619","ipcas_21:73:21","198","1","1","LIED32MEAS/LLN0$Measurement","246","250","246"
"143","3.028123127","ipcas_21:73:21","149","1","2","LIED32CTRL/LLN0$Status","1","1","0"
"144","3.028128213","ipcas_21:73:21","146","1","2","LIED32PROT/LLN0$Alarm","1","",""
"145","3.028129215","ipcas_21:73:21","198","1","2","LIED32MEAS/LLN0$Measurement","247","248","244"
"196","4.051185200","ipcas_21:73:21","149","1","3","LIED32CTRL/LLN0$Status","1","1","0"
"197","4.051190656","ipcas_21:73:21","146","1","3","LIED32PROT/LLN0$Alarm","1","",""
"198","4.051373302","ipcas_21:73:21","198","1","3","LIED32MEAS/LLN0$Measurement","250","250","250"
"249","5.072269946","ipcas_21:73:21","149","1","4","LIED32CTRL/LLN0$Status","1","1","0"
"250","5.073522791","ipcas_21:73:21","146","1","4","LIED32PROT/LLN0$Alarm","1","",""
"251","5.073528585","ipcas_21:73:21","198","1","4","LIED32MEAS/LLN0$Measurement","249","246","246"
"302","6.123217506","ipcas_21:73:21","149","1","5","LIED32CTRL/LLN0$Status","1","1","0"
"303","6.123226213","ipcas_21:73:21","146","1","5","LIED32PROT/LLN0$Alarm","1","",""
"304","6.123227205","ipcas_21:73:21","198","1","5","LIED32MEAS/LLN0$Measurement","246","246","249"
"355","7.167530070","ipcas_21:73:21","149","1","6","LIED32CTRL/LLN0$Status","1","1","0"
"356","7.167894387","ipcas_21:73:21","146","1","6","LIED32PROT/LLN0$Alarm","1","",""
"357","7.167899118","ipcas_21:73:21","198","1","6","LIED32MEAS/LLN0$Measurement","246","246","246"
"408","8.198408463","ipcas_21:73:21","149","1","7","LIED32CTRL/LLN0$Status","1","1","0"
"409","8.198411696","ipcas_21:73:21","146","1","7","LIED32PROT/LLN0$Alarm","1","",""
"410","8.198412289","ipcas_21:73:21","198","1","7","LIED32MEAS/LLN0$Measurement","250","249","244"
"461","9.261780554","ipcas_21:73:21","149","1","8","LIED32CTRL/LLN0$Status","1","1","0"
