Source,Length,stNum,sqNum,goID,heartbeat,dif_stNum,dif_sqNum,Circuit breaker Open/Close Status,I-high VT,I-high VT- Tran,I-low VT- Tran,I-amongst-feeders,Label
ipcas_21:73:29,149,1,0,LIED21CTRL/LLN0$Status,1.0643166293149695,0.0,1.0,1,310.5,258.3888888888889,926.0,309.5,Normal
ipcas_21:73:29,146,1,0,LIED21PROT/LLN0$Alarm,1.0643166293149695,0.0,1.0,1,310.5,258.3888888888889,926.0,309.5,Normal
ipcas_21:73:29,203,1,0,LIED21MEAS/LLN0$Measurement,1.0643166293149695,0.0,1.0,1,310.5,258.3888888888889,926.0,309.5,Normal
ipcas_21:73:29,149,1,1,LIED21CTRL/LLN0$Status,1.0501458940000001,0.0,1.0,1,311.3333333333333,259.3333333333333,925.6666666666666,310.5,Normal
ipcas_21:73:29,146,1,1,LIED21PROT/LLN0$Alarm,1.050153971,0.0,1.0,1,311.3333333333333,259.3333333333333,925.6666666666666,310.5,Normal
ipcas_21:73:29,203,1,1,LIED21MEAS/LLN0$Measurement,1.050154291,0.0,1.0,1,311.3333333333333,259.3333333333333,925.6666666666666,310.5,Normal
ipcas_21:73:29,149,1,2,LIED21CTRL/LLN0$Status,1.0334332960000001,0.0,1.0,1,308.0,257.8888888888889,926.0,307.6666666666667,Normal
ipcas_21:73:29,146,1,2,LIED21PROT/LLN0$Alarm,1.0334316049999999,0.0,1.0,1,308.0,257.8888888888889,926.0,307.6666666666667,Normal
ipcas_21:73:29,203,1,2,LIED21MEAS/LLN0$Measurement,1.0334317549999998,0.0,1.0,1,308.0,257.8888888888889,926.0,307.6666666666667,Normal
ipcas_21:73:29,149,1,3,LIED21CTRL/LLN0$Status,1.047829299,0.0,1.0,1,310.3333333333333,258.6111111111111,923.6666666666666,309.1666666666667,Normal
ipcas_21:73:29,146,1,3,LIED21PROT/LLN0$Alarm,1.0478227709999999,0.0,1.0,1,310.3333333333333,258.6111111111111,923.6666666666666,309.1666666666667,Normal
ipcas_21:73:29,203,1,3,LIED21MEAS/LLN0$Measurement,1.047821904,0.0,1.0,1,310.3333333333333,258.6111111111111,923.6666666666666,309.1666666666667,Normal
ipcas_21:73:29,149,1,4,LIED21CTRL/LLN0$Status,1.0350787919999997,0.0,1.0,1,310.5,258.61111111111114,921.0,308.6666666666667,Normal
ipcas_21:73:29,146,1,4,LIED21PROT/LLN0$Alarm,1.0350820030000003,0.0,1.0,1,310.5,258.61111111111114,921.0,308.6666666666667,Normal
ipcas_21:73:29,203,1,4,LIED21MEAS/LLN0$Measurement,1.0350825140000004,0.0,1.0,1,310.5,258.61111111111114,921.0,308.6666666666667,Normal
ipcas_21:73:29,149,1,5,LIED21CTRL/LLN0$Status,1.060442127,0.0,1.0,1,312.1666666666667,257.6111111111111,924.0,307.8333333333333,Normal
ipcas_21:73:29,146,1,5,LIED21PROT/LLN0$Alarm,1.0604437749999995,0.0,1.0,1,312.1666666666667,257.6111111111111,924.0,307.8333333333333,Normal
ipcas_21:73:29,203,1,5,LIED21MEAS/LLN0$Measurement,1.0604437429999996,0.0,1.0,1,312.1666666666667,257.6111111111111,924.0,307.8333333333333,Normal
ipcas_21:73:29,149,1,6,LIED21CTRL/LLN0$Status,1.0722200800000001,0.0,1.0,1,310.3333333333333,258.0,915.3333333333334,310.6666666666667,Normal
ipcas_21:73:29,146,1,6,LIED21PROT/LLN0$Alarm,1.0722196730000002,0.0,1.0,1,310.3333333333333,258.0,915.3333333333334,310.6666666666667,Normal
ipcas_21:73:29,203,1,6,LIED21MEAS/LLN0$Measurement,1.0722192910000006,0.0,1.0,1,310.3333333333333,258.0,915.3333333333334,310.6666666666667,Normal
ipcas_21:73:29,149,1,7,LIED21CTRL/LLN0$Status,1.0600023209999998,0.0,1.0,1,310.5,258.4444444444444,921.6666666666666,311.8333333333333,Normal
ipcas_21:73:29,146,1,7,LIED21PROT/LLN0$Alarm,1.059997698,0.0,1.0,1,310.5,258.4444444444444,921.6666666666666,311.8333333333333,Normal
ipcas_21:73:29,203,1,7,LIED21MEAS/LLN0$Measurement,1.0599977479999998,0.0,1.0,1,310.5,258.4444444444444,921.6666666666666,311.8333333333333,Normal
ipcas_21:73:29,149,1,8,LIED21CTRL/LLN0$Status,1.0451770919999994,0.0,1.0,1,309.1666666666667,256.50000000000006,922.6666666666666,309.8333333333333,Normal
ipcas_21:73:29,146,1,8,LIED21PROT/LLN0$Alarm,1.0451829530000003,0.0,1.0,1,309.1666666666667,256.50000000000006,922.6666666666666,309.8333333333333,Normal
ipcas_21:73:29,203,1,8,LIED21MEAS/LLN0$Measurement,1.045519432999999,0.0,1.0,1,309.1666666666667,256.50000000000006,922.6666666666666,309.8333333333333,Normal
ipcas_21:73:29,149,1,9,LIED21CTRL/LLN0$Status,1.0437283000000015,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,Normal
ipcas_21:73:29,146,1,9,LIED21PROT/LLN0$Alarm,1.0437295960000004,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,Normal
ipcas_21:73:29,203,1,9,LIED21MEAS/LLN0$Measurement,1.043394108000001,0.0,1.0,1,310.1666666666667,257.61111111111114,924.0,306.0,Normal
ipcas_21:73:29,149,1,10,LIED21CTRL/LLN0$Status,1.0604261789999985,0.0,1.0,1,309.0,258.5,922.0,308.3333333333333,Normal
ipcas_21:73:29,146,1,10,LIED21PROT/LLN0$Alarm,1.06480541,0.0,1.0,1,309.0,258.5,922.0,308.3333333333333,Normal
ipcas_21:73:29,203,1,10,LIED21MEAS/LLN0$Measurement,1.0648084959999995,0.0,1.0,1,309.0,258.5,922.0,308.3333333333333,Normal
ipcas_21:73:29,149,1,11,LIED21CTRL/LLN0$Status,1.0668238200000015,0.0,1.0,1,309.8333333333333,258.4444444444444,921.6666666666666,306.5,Normal
ipcas_21:73:29,146,1,11,LIED21PROT/LLN0$Alarm,1.0624440059999998,0.0,1.0,1,309.8333333333333,258.4444444444444,921.6666666666666,306.5,Normal
ipcas_21:73:29,203,1,11,LIED21MEAS/LLN0$Measurement,1.0624400989999998,0.0,1.0,1,309.8333333333333,258.4444444444444,921.6666666666666,306.5,Normal
ipcas_21:73:29,149,1,12,LIED21CTRL/LLN0$Status,1.043557376999999,0.0,1.0,1,310.6666666666667,258.38888888888886,925.6666666666666,308.5,Normal
ipcas_21:73:29,146,1,12,LIED21PROT/LLN0$Alarm,1.043558621999999,0.0,1.0,1,310.6666666666667,258.38888888888886,925.6666666666666,308.5,Normal
ipcas_21:73:29,203,1,12,LIED21MEAS/LLN0$Measurement,1.043559213,0.0,1.0,1,310.6666666666667,258.38888888888886,925.6666666666666,308.5,Normal
ipcas_21:73:29,149,1,13,LIED21CTRL/LLN0$Status,1.0619208120000003,0.0,1.0,1,310.5,258.5,917.3333333333334,307.3333333333333,Normal
ipcas_21:73:29,146,1,13,LIED21PROT/LLN0$Alarm,1.061920808,0.0,1.0,1,310.5,258.5,917.3333333333334,307.3333333333333,Normal
ipcas_21:73:29,203,1,13,LIED21MEAS/LLN0$Measurement,1.062070910000001,0.0,1.0,1,310.5,258.5,917.3333333333334,307.3333333333333,Normal
ipcas_21:73:29,149,1,14,LIED21CTRL/LLN0$Status,1.0647399909999997,0.0,1.0,1,311.0,259.1666666666667,925.6666666666666,309.0,Normal
ipcas_21:73:29,146,1,14,LIED21PROT/LLN0$Alarm,1.065263228000001,0.0,1.0,1,311.0,259.1666666666667,925.6666666666666,309.0,Normal
ipcas_21:73:29,203,1,14,LIED21MEAS/LLN0$Measurement,1.0651149569999987,0.0,1.0,1,311.0,259.1666666666667,925.6666666666666,309.0,Normal
ipcas_21:73:29,149,1,15,LIED21CTRL/LLN0$Status,1.0419919150000005,0.0,1.0,1,308.6666666666667,257.72222222222223,922.6666666666666,308.1666666666667,Normal
ipcas_21:73:29,146,1,15,LIED21PROT/LLN0$Alarm,1.0419310569999993,0.0,1.0,1,308.6666666666667,257.72222222222223,922.6666666666666,308.1666666666667,Normal
