"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"7","0.013913334","ipcas_21:73:31","149","1","0","LIED12CTRL/LLN0$Status","1","1","0"
"8","0.013921805","ipcas_21:73:31","146","1","0","LIED12PROT/LLN0$Alarm","1","",""
"9","0.013922637","ipcas_21:73:31","203","1","0","LIED12MEAS/LLN0$Measurement","311","307","305"
"60","1.038975286","ipcas_21:73:31","149","1","1","LIED12CTRL/LLN0$Status","1","1","0"
"61","1.038975851","ipcas_21:73:31","146","1","1","LIED12PROT/LLN0$Alarm","1","",""
"62","1.038976259","ipcas_21:73:31","203","1","1","LIED12MEAS/LLN0$Measurement","310","310","313"
"113","2.084498208","ipcas_21:73:31","149","1","2","LIED12CTRL/LLN0$Status","1","1","0"
"114","2.085229367","ipcas_21:73:31","146","1","2","LIED12PROT/LLN0$Alarm","1","",""
"115","2.086693101","ipcas_21:73:31","203","1","2","LIED12MEAS/LLN0$Measurement","308","309","308"
"166","3.145330776","ipcas_21:73:31","149","1","3","LIED12CTRL/LLN0$Status","1","1","0"
"167","3.145331187","ipcas_21:73:31","146","1","3","LIED12PROT/LLN0$Alarm","1","",""
"168","3.145331578","ipcas_21:73:31","203","1","3","LIED12MEAS/LLN0$Measurement","309","306","315"
"219","4.175273488","ipcas_21:73:31","149","1","4","LIED12CTRL/LLN0$Status","1","1","0"
"220","4.175278717","ipcas_21:73:31","146","1","4","LIED12PROT/LLN0$Alarm","1","",""
"221","4.175279746","ipcas_21:73:31","203","1","4","LIED12MEAS/LLN0$Measurement","313","315","310"
"272","5.237540337","ipcas_21:73:31","149","1","5","LIED12CTRL/LLN0$Status","1","1","0"
"273","5.237550147","ipcas_21:73:31","146","1","5","LIED12PROT/LLN0$Alarm","1","",""
"274","5.237551237","ipcas_21:73:31","203","1","5","LIED12MEAS/LLN0$Measurement","315","311","314"
"325","6.298546511","ipcas_21:73:31","149","1","6","LIED12CTRL/LLN0$Status","1","1","0"
"326","6.298557386","ipcas_21:73:31","146","1","6","LIED12PROT/LLN0$Alarm","1","",""
"327","6.298558575","ipcas_21:73:31","203","1","6","LIED12MEAS/LLN0$Measurement","309","314","315"
"378","7.345282478","ipcas_21:73:31","149","1","7","LIED12CTRL/LLN0$Status","1","1","0"
"379","7.345998474","ipcas_21:73:31","146","1","7","LIED12PROT/LLN0$Alarm","1","",""
"380","7.346003572","ipcas_21:73:31","203","1","7","LIED12MEAS/LLN0$Measurement","315","310","307"
"431","8.409715751","ipcas_21:73:31","149","1","8","LIED12CTRL/LLN0$Status","1","1","0"
