"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"19","0.013929471","ipcas_21:73:27","149","1","0","TIED13CTRL/LLN0$Status","1","1","0"
"20","0.013930146","ipcas_21:73:27","149","1","0","TIED13PROT/LLN0$Alarm","1","",""
"21","0.013931295","ipcas_21:73:27","206","1","0","TIED13MEAS/LLN0$Measurement","154","158","151"
"72","1.067313527","ipcas_21:73:27","149","1","1","TIED13CTRL/LLN0$Status","1","1","0"
"73","1.067314653","ipcas_21:73:27","149","1","1","TIED13PROT/LLN0$Alarm","1","",""
"74","1.067315055","ipcas_21:73:27","206","1","1","TIED13MEAS/LLN0$Measurement","159","158","152"
"125","2.106867494","ipcas_21:73:27","149","1","2","TIED13CTRL/LLN0$Status","1","1","0"
"126","2.107070427","ipcas_21:73:27","149","1","2","TIED13PROT/LLN0$Alarm","1","",""
"127","2.107073616","ipcas_21:73:27","206","1","2","TIED13MEAS/LLN0$Measurement","158","153","149"
"178","3.145336668","ipcas_21:73:27","149","1","3","TIED13CTRL/LLN0$Status","1","1","0"
"179","3.145338442","ipcas_21:73:27","149","1","3","TIED13PROT/LLN0$Alarm","1","",""
"180","3.145338991","ipcas_21:73:27","206","1","3","TIED13MEAS/LLN0$Measurement","158","150","155"
"231","4.192705999","ipcas_21:73:27","149","1","4","TIED13CTRL/LLN0$Status","1","1","0"
"232","4.192713884","ipcas_21:73:27","149","1","4","TIED13PROT/LLN0$Alarm","1","",""
"233","4.193048792","ipcas_21:73:27","206","1","4","TIED13MEAS/LLN0$Measurement","153","152","158"
"284","5.254574904","ipcas_21:73:27","149","1","5","TIED13CTRL/LLN0$Status","1","1","0"
"285","5.255312568","ipcas_21:73:27","149","1","5","TIED13PROT/LLN0$Alarm","1","",""
"286","5.255316025","ipcas_21:73:27","206","1","5","TIED13MEAS/LLN0$Measurement","153","152","159"
"337","6.321458408","ipcas_21:73:27","149","1","6","TIED13CTRL/LLN0$Status","1","1","0"
"338","6.321762699","ipcas_21:73:27","149","1","6","TIED13PROT/LLN0$Alarm","1","",""
"339","6.321765627","ipcas_21:73:27","206","1","6","TIED13MEAS/LLN0$Measurement","152","149","156"
"390","7.373080097","ipcas_21:73:27","149","1","7","TIED13CTRL/LLN0$Status","1","1","0"
"391","7.373080608","ipcas_21:73:27","149","1","7","TIED13PROT/LLN0$Alarm","1","",""
"392","7.373081183","ipcas_21:73:27","206","1","7","TIED13MEAS/LLN0$Measurement","158","153","154"
"443","8.427554102","ipcas_21:73:27","149","1","8","TIED13CTRL/LLN0$Status","1","1","0"
"444","8.427820019","ipcas_21:73:27","149","1","8","TIED13PROT/LLN0$Alarm","1","",""
"445","8.427823135","ipcas_21:73:27","206","1","8","TIED13MEAS/LLN0$Measurement","149","155","152"
"496","9.472486696","ipcas_21:73:27","149","1","9","TIED13CTRL/LLN0$Status","1","1","0"
"497","9.472487672","ipcas_21:73:27","149","1","9","TIED13PROT/LLN0$Alarm","1","",""
"498","9.472488657","ipcas_21:73:27","206","1","9","TIED13MEAS/LLN0$Measurement","159","150","149"
"549","10.531993420","ipcas_21:73:27","149","1","10","TIED13CTRL/LLN0$Status","1","1","0"
"550","10.531999801","ipcas_21:73:27","149","1","10","TIED13PROT/LLN0$Alarm","1","",""
"551","10.532001468","ipcas_21:73:27","206","1","10","TIED13MEAS/LLN0$Measurement","149","155","158"
"602","11.597396140","ipcas_21:73:27","149","1","11","TIED13CTRL/LLN0$Status","1","1","0"
"603","11.597399356","ipcas_21:73:27","149","1","11","TIED13PROT/LLN0$Alarm","1","",""
"604","11.597400216","ipcas_21:73:27","206","1","11","TIED13MEAS/LLN0$Measurement","155","153","156"
"655","12.644229911","ipcas_21:73:27","149","1","12","TIED13CTRL/LLN0$Status","1","1","0"
"656","12.644235589","ipcas_21:73:27","149","1","12","TIED13PROT/LLN0$Alarm","1","",""
