"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"10","0.013923380","ipcas_21:73:30","149","1","0","LIED20CTRL/LLN0$Status","1","1","0"
"11","0.013924079","ipcas_21:73:30","146","1","0","LIED20PROT/LLN0$Alarm","1","",""
"12","0.013924707","ipcas_21:73:30","203","1","0","LIED20MEAS/LLN0$Measurement","305","313","309"
"63","1.060726109","ipcas_21:73:30","149","1","1","LIED20CTRL/LLN0$Status","1","1","0"
"64","1.060730648","ipcas_21:73:30","146","1","1","LIED20PROT/LLN0$Alarm","1","",""
"65","1.060731053","ipcas_21:73:30","203","1","1","LIED20MEAS/LLN0$Measurement","315","310","310"
"116","2.093644471","ipcas_21:73:30","149","1","2","LIED20CTRL/LLN0$Status","1","1","0"
"117","2.093650741","ipcas_21:73:30","146","1","2","LIED20PROT/LLN0$Alarm","1","",""
"118","2.093651844","ipcas_21:73:30","203","1","2","LIED20MEAS/LLN0$Measurement","309","308","306"
"169","3.145331963","ipcas_21:73:30","149","1","3","LIED20CTRL/LLN0$Status","1","1","0"
"170","3.145332233","ipcas_21:73:30","146","1","3","LIED20PROT/LLN0$Alarm","1","",""
"171","3.145332688","ipcas_21:73:30","203","1","3","LIED20MEAS/LLN0$Measurement","306","312","312"
"222","4.177335356","ipcas_21:73:30","149","1","4","LIED20CTRL/LLN0$Status","1","1","0"
"223","4.178310529","ipcas_21:73:30","146","1","4","LIED20PROT/LLN0$Alarm","1","",""
"224","4.178313983","ipcas_21:73:30","203","1","4","LIED20MEAS/LLN0$Measurement","305","306","315"
"275","5.237551996","ipcas_21:73:30","149","1","5","LIED20CTRL/LLN0$Status","1","1","0"
"276","5.237552801","ipcas_21:73:30","146","1","5","LIED20PROT/LLN0$Alarm","1","",""
"277","5.237554148","ipcas_21:73:30","203","1","5","LIED20MEAS/LLN0$Measurement","307","309","314"
"328","6.309229237","ipcas_21:73:30","149","1","6","LIED20CTRL/LLN0$Status","1","1","0"
"329","6.309239158","ipcas_21:73:30","146","1","6","LIED20PROT/LLN0$Alarm","1","",""
"330","6.309239820","ipcas_21:73:30","203","1","6","LIED20MEAS/LLN0$Measurement","311","313","313"
"381","7.373071120","ipcas_21:73:30","149","1","7","LIED20CTRL/LLN0$Status","1","1","0"
