"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"16","0.000032371","ipcas_21:73:28","149","1","0","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"17","0.000072085","ipcas_21:73:28","146","1","0","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"18","0.000074838","ipcas_21:73:28","203","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","305","313","309"
"46","1.019771610","ipcas_21:73:28","149","1","1","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"47","1.019777336","ipcas_21:73:28","146","1","1","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"48","1.019778526","ipcas_21:73:28","203","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","315","310","310"
"99","2.050193303","ipcas_21:73:28","149","1","2","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"100","2.050374636","ipcas_21:73:28","146","1","2","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"101","2.050486058","ipcas_21:73:28","203","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","309","308","306"
"152","3.094018613","ipcas_21:73:28","149","1","3","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"153","3.094027136","ipcas_21:73:28","146","1","3","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"154","3.094027660","ipcas_21:73:28","203","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","306","312","312"
"205","4.114171685","ipcas_21:73:28","149","1","4","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"206","4.114202850","ipcas_21:73:28","146","1","4","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"207","4.114249217","ipcas_21:73:28","203","1","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","305","306","315"
"258","5.164211314","ipcas_21:73:28","149","1","5","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"259","5.164214643","ipcas_21:73:28","146","1","5","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"260","5.164215492","ipcas_21:73:28","203","1","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","307","309","314"
"311","6.186211244","ipcas_21:73:28","149","1","6","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"312","6.186214496","ipcas_21:73:28","146","1","6","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"313","6.186215063","ipcas_21:73:28","203","1","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","311","313","313"
"364","7.209962816","ipcas_21:73:28","149","1","7","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"365","7.209968052","ipcas_21:73:28","146","1","7","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"366","7.209969348","ipcas_21:73:28","203","1","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","313","305","310"
"417","8.245832770","ipcas_21:73:28","149","1","8","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"418","8.245842138","ipcas_21:73:28","146","1","8","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"419","8.245843124","ipcas_21:73:28","203","1","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","307","312","309"
"470","9.277890296","ipcas_21:73:28","149","1","9","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"471","9.277897951","ipcas_21:73:28","146","1","9","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"472","9.277900183","ipcas_21:73:28","203","1","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","310","310","313"
"523","10.310047357","ipcas_21:73:28","149","1","10","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"524","10.310054012","ipcas_21:73:28","146","1","10","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"525","10.310055168","ipcas_21:73:28","203","1","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","309","314","305"
"576","11.342532878","ipcas_21:73:28","149","1","11","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"577","11.342537429","ipcas_21:73:28","146","1","11","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"578","11.342537811","ipcas_21:73:28","203","1","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","465","468","465"
"629","12.393061145","ipcas_21:73:28","149","1","12","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"630","12.393347218","ipcas_21:73:28","146","1","12","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"631","12.393608845","ipcas_21:73:28","203","1","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","465","463","465"
"682","13.442139561","ipcas_21:73:28","149","1","13","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
"683","13.442563411","ipcas_21:73:28","146","1","13","boolean,integer,boolean,boolean,boolean","LIED22PROT/LLN0$Alarm","1","",""
"684","13.442805867","ipcas_21:73:28","203","1","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED22MEAS/LLN0$Measurement","463","468","465"
"735","14.586285239","ipcas_21:73:28","149","1","14","integer,integer,integer,integer,boolean","LIED22CTRL/LLN0$Status","1","1","0"
