"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"76","1.248247072","ipcas_21:73:18","149","1","0","integer,integer,integer,integer,boolean","LIED42CTRL/LLN0$Status","1","1","0"
"77","1.248247870","ipcas_21:73:18","146","1","0","boolean,integer,boolean,boolean,boolean","LIED42PROT/LLN0$Alarm","1","",""
"78","1.248248906","ipcas_21:73:18","198","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED42MEAS/LLN0$Measurement","249","250","243"
"129","2.270435676","ipcas_21:73:18","149","1","1","integer,integer,integer,integer,boolean","LIED42CTRL/LLN0$Status","1","1","0"
"130","2.270436745","ipcas_21:73:18","146","1","1","boolean,integer,boolean,boolean,boolean","LIED42PROT/LLN0$Alarm","1","",""
"131","2.270437594","ipcas_21:73:18","198","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED42MEAS/LLN0$Measurement","241","246","251"
"182","3.300997570","ipcas_21:73:18","149","1","2","integer,integer,integer,integer,boolean","LIED42CTRL/LLN0$Status","1","1","0"
"183","3.301246388","ipcas_21:73:18","146","1","2","boolean,integer,boolean,boolean,boolean","LIED42PROT/LLN0$Alarm","1","",""
"184","3.301822337","ipcas_21:73:18","198","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED42MEAS/LLN0$Measurement","243","245","243"
"235","4.329454746","ipcas_21:73:18","149","1","3","integer,integer,integer,integer,boolean","LIED42CTRL/LLN0$Status","1","1","0"
"236","4.329991238","ipcas_21:73:18","146","1","3","boolean,integer,boolean,boolean,boolean","LIED42PROT/LLN0$Alarm","1","",""
"237","4.329994851","ipcas_21:73:18","198","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED42MEAS/LLN0$Measurement","250","241","247"
"288","5.363607457","ipcas_21:73:18","149","1","4","integer,integer,integer,integer,boolean","LIED42CTRL/LLN0$Status","1","1","0"
"289","5.363614075","ipcas_21:73:18","146","1","4","boolean,integer,boolean,boolean,boolean","LIED42PROT/LLN0$Alarm","1","",""
