"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"64","1.231671319","ipcas_21:73:22","149","1","0","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"65","1.231677874","ipcas_21:73:22","146","1","0","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"66","1.231679043","ipcas_21:73:22","198","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","367","369"
"117","2.251026046","ipcas_21:73:22","149","1","1","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"118","2.251033413","ipcas_21:73:22","146","1","1","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"119","2.251538562","ipcas_21:73:22","198","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","373","370","373"
"170","3.284224464","ipcas_21:73:22","149","1","2","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"171","3.284232522","ipcas_21:73:22","146","1","2","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"172","3.284233642","ipcas_21:73:22","198","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","370","374"
"223","4.317354389","ipcas_21:73:22","149","1","3","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"224","4.317362986","ipcas_21:73:22","146","1","3","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"225","4.317364389","ipcas_21:73:22","198","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","373","366","371"
"276","5.343291076","ipcas_21:73:22","149","1","4","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"277","5.343296375","ipcas_21:73:22","146","1","4","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"278","5.343297508","ipcas_21:73:22","198","1","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","372","373","366"
"329","6.383005836","ipcas_21:73:22","149","1","5","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"330","6.383011017","ipcas_21:73:22","146","1","5","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"331","6.383011517","ipcas_21:73:22","198","1","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","368","366","372"
"382","7.406818864","ipcas_21:73:22","149","1","6","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"383","7.407354194","ipcas_21:73:22","146","1","6","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"384","7.407360237","ipcas_21:73:22","198","1","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","375","367","375"
"435","8.441045859","ipcas_21:73:22","149","1","7","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"436","8.441055597","ipcas_21:73:22","146","1","7","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"437","8.441057178","ipcas_21:73:22","198","1","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","375","367","368"
"488","9.473476628","ipcas_21:73:22","149","1","8","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"489","9.473483731","ipcas_21:73:22","146","1","8","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"490","9.473503540","ipcas_21:73:22","198","1","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","372","369","365"
"541","10.498581529","ipcas_21:73:22","149","1","9","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"542","10.498592190","ipcas_21:73:22","146","1","9","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"543","10.498594221","ipcas_21:73:22","198","1","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","373","368","364"
"594","11.545007072","ipcas_21:73:22","149","1","10","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"595","11.545171429","ipcas_21:73:22","146","1","10","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"596","11.545485244","ipcas_21:73:22","188","1","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","0","0","0"
"647","12.578520808","ipcas_21:73:22","149","1","11","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"648","12.578526899","ipcas_21:73:22","146","1","11","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"649","12.578528118","ipcas_21:73:22","198","1","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","373","371","370"
"700","13.602406669","ipcas_21:73:22","149","1","12","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"701","13.602411481","ipcas_21:73:22","146","1","12","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"702","13.602411926","ipcas_21:73:22","198","1","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","372","368","372"
"753","14.614024671","ipcas_21:73:22","149","1","13","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"754","14.614029197","ipcas_21:73:22","146","1","13","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"755","14.614029864","ipcas_21:73:22","198","1","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","374","369","368"
"791","15.663600607","ipcas_21:73:22","149","1","14","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"792","15.663601034","ipcas_21:73:22","146","1","14","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"793","15.663601371","ipcas_21:73:22","198","1","14","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","373","374"
"841","16.652878206","ipcas_21:73:22","149","1","15","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"842","16.652879703","ipcas_21:73:22","146","1","15","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"843","16.652880112","ipcas_21:73:22","198","1","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","370","370"
"906","17.698196182","ipcas_21:73:22","149","1","16","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"907","17.698200961","ipcas_21:73:22","146","1","16","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"908","17.698201420","ipcas_21:73:22","198","1","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","369","370"
"935","18.699111916","ipcas_21:73:22","149","1","17","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"936","18.699119658","ipcas_21:73:22","146","1","17","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"937","18.699120693","ipcas_21:73:22","198","1","17","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","366","370"
"988","19.739868609","ipcas_21:73:22","149","1","18","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"989","19.739875946","ipcas_21:73:22","146","1","18","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"990","19.739876841","ipcas_21:73:22","198","1","18","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","370","370"
"1041","20.780049739","ipcas_21:73:22","149","1","19","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1042","20.780055472","ipcas_21:73:22","146","1","19","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1043","20.780057046","ipcas_21:73:22","198","1","19","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","369","374","370"
"1094","21.801724104","ipcas_21:73:22","149","1","20","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1095","21.801831617","ipcas_21:73:22","146","1","20","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1096","21.801837103","ipcas_21:73:22","198","1","20","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","370","365"
"1147","22.835174972","ipcas_21:73:22","149","1","21","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1148","22.835181923","ipcas_21:73:22","146","1","21","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1149","22.835183475","ipcas_21:73:22","198","1","21","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","370","373"
"1200","23.872098374","ipcas_21:73:22","149","1","22","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1201","23.872102770","ipcas_21:73:22","146","1","22","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1202","23.872104107","ipcas_21:73:22","198","1","22","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","372","370","365"
"1253","24.887479275","ipcas_21:73:22","149","1","23","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1254","24.888360455","ipcas_21:73:22","146","1","23","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1255","24.888365797","ipcas_21:73:22","198","1","23","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","368","370","370"
"1306","25.911562278","ipcas_21:73:22","149","1","24","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1307","25.911571339","ipcas_21:73:22","146","1","24","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1308","25.913228178","ipcas_21:73:22","198","1","24","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","370","370"
"1359","26.961070821","ipcas_21:73:22","149","1","25","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1360","26.961362013","ipcas_21:73:22","146","1","25","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1361","26.961366337","ipcas_21:73:22","198","1","25","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","370","374"
"1412","27.983092308","ipcas_21:73:22","149","1","26","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1413","27.983282815","ipcas_21:73:22","146","1","26","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1414","27.983864053","ipcas_21:73:22","198","1","26","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","368","370","369"
"1465","29.010786107","ipcas_21:73:22","149","1","27","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1466","29.010957046","ipcas_21:73:22","146","1","27","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1467","29.011112803","ipcas_21:73:22","198","1","27","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","375","367","366"
"1522","30.040776561","ipcas_21:73:22","149","1","28","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1523","30.040786137","ipcas_21:73:22","146","1","28","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1524","30.040787486","ipcas_21:73:22","198","1","28","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","370","367"
"1582","31.095888502","ipcas_21:73:22","149","1","29","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1583","31.095894907","ipcas_21:73:22","146","1","29","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1584","31.095895666","ipcas_21:73:22","198","1","29","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","366","368","373"
"1639","32.121935643","ipcas_21:73:22","149","1","30","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1640","32.122142605","ipcas_21:73:22","146","1","30","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1641","32.122419343","ipcas_21:73:22","198","1","30","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","372","372","370"
"1694","33.181519375","ipcas_21:73:22","149","1","31","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1695","33.181519943","ipcas_21:73:22","146","1","31","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1696","33.181520497","ipcas_21:73:22","198","1","31","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","374","370"
"1748","34.198515391","ipcas_21:73:22","149","1","32","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1749","34.198522160","ipcas_21:73:22","146","1","32","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1750","34.200140444","ipcas_21:73:22","198","1","32","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","368","370","374"
"1803","35.275870127","ipcas_21:73:22","149","1","33","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1804","35.275879860","ipcas_21:73:22","146","1","33","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1805","35.275881396","ipcas_21:73:22","198","1","33","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","371","366","370"
"1856","36.297916454","ipcas_21:73:22","149","1","34","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1857","36.297924562","ipcas_21:73:22","146","1","34","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1858","36.297925752","ipcas_21:73:22","198","1","34","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","374","367","370"
"1909","37.341362465","ipcas_21:73:22","149","1","35","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1910","37.342127935","ipcas_21:73:22","146","1","35","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1911","37.342612250","ipcas_21:73:22","198","1","35","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","368","370","370"
"1963","38.372487409","ipcas_21:73:22","149","1","36","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"1964","38.372709506","ipcas_21:73:22","146","1","36","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"1965","38.373791746","ipcas_21:73:22","198","1","36","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","371","367"
"2018","39.461480522","ipcas_21:73:22","149","1","37","integer,integer,integer,integer,boolean","LIED31CTRL/LLN0$Status","1","1","0"
"2019","39.461480985","ipcas_21:73:22","146","1","37","boolean,integer,boolean,boolean,boolean","LIED31PROT/LLN0$Alarm","1","",""
"2020","39.461481318","ipcas_21:73:22","198","1","37","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED31MEAS/LLN0$Measurement","370","366","371"
