"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"10","0.000025054","ipcas_21:73:30","149","1","0","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"11","0.000025862","ipcas_21:73:30","146","1","0","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"12","0.000026741","ipcas_21:73:30","203","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","305","313","309"
"40","1.011417904","ipcas_21:73:30","149","1","1","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"41","1.011424205","ipcas_21:73:30","146","1","1","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"42","1.011425351","ipcas_21:73:30","203","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","315","310","310"
"93","2.039506513","ipcas_21:73:30","149","1","2","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"94","2.039956827","ipcas_21:73:30","146","1","2","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"95","2.039961918","ipcas_21:73:30","203","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","309","308","306"
"146","3.080334896","ipcas_21:73:30","149","1","3","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"147","3.080341832","ipcas_21:73:30","146","1","3","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"148","3.080343161","ipcas_21:73:30","203","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","306","312","312"
"199","4.111009846","ipcas_21:73:30","149","1","4","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"200","4.111013388","ipcas_21:73:30","146","1","4","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"201","4.111075788","ipcas_21:73:30","203","1","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","305","306","315"
"252","5.159409105","ipcas_21:73:30","149","1","5","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"253","5.159414748","ipcas_21:73:30","146","1","5","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"254","5.159415748","ipcas_21:73:30","203","1","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","307","309","314"
"305","6.180926311","ipcas_21:73:30","149","1","6","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"306","6.181433279","ipcas_21:73:30","146","1","6","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"307","6.181436191","ipcas_21:73:30","203","1","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","311","313","313"
"358","7.204064859","ipcas_21:73:30","149","1","7","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"359","7.204070111","ipcas_21:73:30","146","1","7","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"360","7.204071271","ipcas_21:73:30","203","1","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","313","305","310"
"411","8.235991196","ipcas_21:73:30","149","1","8","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"412","8.235996611","ipcas_21:73:30","146","1","8","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"413","8.235997510","ipcas_21:73:30","203","1","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","307","312","309"
"464","9.271689641","ipcas_21:73:30","149","1","9","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"465","9.271698782","ipcas_21:73:30","146","1","9","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"466","9.272043290","ipcas_21:73:30","203","1","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","310","310","313"
"517","10.303345879","ipcas_21:73:30","149","1","10","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"518","10.303352811","ipcas_21:73:30","146","1","10","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"519","10.303353984","ipcas_21:73:30","203","1","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","309","314","305"
"570","11.335594787","ipcas_21:73:30","149","1","11","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"571","11.335600133","ipcas_21:73:30","146","1","11","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"572","11.335601158","ipcas_21:73:30","203","1","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","465","468","465"
"623","12.387862769","ipcas_21:73:30","149","1","12","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"624","12.387868482","ipcas_21:73:30","146","1","12","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"625","12.387869421","ipcas_21:73:30","203","1","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","465","463","465"
"676","13.414238687","ipcas_21:73:30","149","1","13","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"677","13.414318607","ipcas_21:73:30","146","1","13","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"678","13.414404077","ipcas_21:73:30","203","1","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","463","468","465"
"729","14.581267441","ipcas_21:73:30","149","1","14","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"730","14.581270180","ipcas_21:73:30","146","1","14","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"731","14.581270623","ipcas_21:73:30","203","1","14","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","464","467","464"
"782","15.629761300","ipcas_21:73:30","149","1","15","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"783","15.629762253","ipcas_21:73:30","146","1","15","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"784","15.629763198","ipcas_21:73:30","203","1","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","465","464","467"
"838","16.652877135","ipcas_21:73:30","149","1","16","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"839","16.652877472","ipcas_21:73:30","146","1","16","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
"840","16.652877867","ipcas_21:73:30","203","1","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED20MEAS/LLN0$Measurement","467","469","466"
"888","17.675075680","ipcas_21:73:30","149","1","17","integer,integer,integer,integer,boolean","LIED20CTRL/LLN0$Status","1","1","0"
"889","17.675079813","ipcas_21:73:30","146","1","17","boolean,integer,boolean,boolean,boolean","LIED20PROT/LLN0$Alarm","1","",""
