"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"13","0.000029855","ipcas_21:73:29","149","1","0","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"14","0.000030713","ipcas_21:73:29","146","1","0","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"15","0.000031532","ipcas_21:73:29","203","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","305","313","309"
"43","1.016329549","ipcas_21:73:29","149","1","1","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"44","1.016337447","ipcas_21:73:29","146","1","1","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"45","1.016338684","ipcas_21:73:29","203","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","315","310","310"
"96","2.043349674","ipcas_21:73:29","149","1","2","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"97","2.043518175","ipcas_21:73:29","146","1","2","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"98","2.043826696","ipcas_21:73:29","203","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","309","308","306"
"149","3.091103310","ipcas_21:73:29","149","1","3","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"150","3.091119233","ipcas_21:73:29","146","1","3","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"151","3.091119655","ipcas_21:73:29","203","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","306","312","312"
"202","4.112269577","ipcas_21:73:29","149","1","4","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"203","4.112302899","ipcas_21:73:29","146","1","4","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"204","4.112364990","ipcas_21:73:29","203","1","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","305","306","315"
"255","5.162785243","ipcas_21:73:29","149","1","5","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"256","5.162789708","ipcas_21:73:29","146","1","5","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"257","5.162790215","ipcas_21:73:29","203","1","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","307","309","314"
"308","6.183521783","ipcas_21:73:29","149","1","6","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"309","6.183525369","ipcas_21:73:29","146","1","6","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"310","6.183525718","ipcas_21:73:29","203","1","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","311","313","313"
"361","7.206963782","ipcas_21:73:29","149","1","7","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"362","7.206969292","ipcas_21:73:29","146","1","7","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"363","7.206970274","ipcas_21:73:29","203","1","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","313","305","310"
"414","8.239480159","ipcas_21:73:29","149","1","8","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"415","8.239485939","ipcas_21:73:29","146","1","8","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"416","8.239487055","ipcas_21:73:29","203","1","8","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","307","312","309"
"467","9.275257584","ipcas_21:73:29","149","1","9","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"468","9.275264560","ipcas_21:73:29","146","1","9","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"469","9.275266682","ipcas_21:73:29","203","1","9","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","310","310","313"
"520","10.303355196","ipcas_21:73:29","149","1","10","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"521","10.303356303","ipcas_21:73:29","146","1","10","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"522","10.303463495","ipcas_21:73:29","203","1","10","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","309","314","305"
"573","11.340441111","ipcas_21:73:29","149","1","11","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"574","11.340444908","ipcas_21:73:29","146","1","11","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"575","11.340445398","ipcas_21:73:29","203","1","11","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","468","465"
"626","12.390904400","ipcas_21:73:29","149","1","12","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"627","12.391210229","ipcas_21:73:29","146","1","12","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"628","12.391213102","ipcas_21:73:29","203","1","12","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","463","465"
"679","13.416289911","ipcas_21:73:29","149","1","13","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"680","13.416292873","ipcas_21:73:29","146","1","13","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"681","13.416293490","ipcas_21:73:29","203","1","13","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","463","468","465"
"732","14.581271215","ipcas_21:73:29","149","1","14","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"733","14.581271611","ipcas_21:73:29","146","1","14","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"734","14.581271913","ipcas_21:73:29","203","1","14","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","464","467","464"
"785","15.663590965","ipcas_21:73:29","149","1","15","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"786","15.663597669","ipcas_21:73:29","146","1","15","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"787","15.663598492","ipcas_21:73:29","203","1","15","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","464","467"
"844","16.653111127","ipcas_21:73:29","149","1","16","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"845","16.653753101","ipcas_21:73:29","146","1","16","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"846","16.653756187","ipcas_21:73:29","203","1","16","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","467","469","466"
"891","17.676372776","ipcas_21:73:29","149","1","17","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"892","17.676377202","ipcas_21:73:29","146","1","17","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"893","17.676378492","ipcas_21:73:29","203","1","17","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","463","464","465"
"967","18.735535922","ipcas_21:73:29","149","1","18","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"968","18.735813189","ipcas_21:73:29","146","1","18","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"969","18.736079460","ipcas_21:73:29","203","1","18","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","464","462","465"
"1020","19.852786134","ipcas_21:73:29","149","1","19","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1021","19.852834828","ipcas_21:73:29","146","1","19","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1022","19.853310768","ipcas_21:73:29","203","1","19","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","468","468","467"
"1073","21.083118711","ipcas_21:73:29","149","1","20","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1074","21.083124344","ipcas_21:73:29","146","1","20","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1075","21.083835557","ipcas_21:73:29","203","1","20","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","470","462","465"
"1126","22.249155795","ipcas_21:73:29","149","1","21","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1127","22.249156442","ipcas_21:73:29","146","1","21","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1128","22.249156894","ipcas_21:73:29","203","1","21","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","466","460"
"1179","23.279902627","ipcas_21:73:29","149","1","22","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1180","23.279911801","ipcas_21:73:29","146","1","22","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1181","23.279912824","ipcas_21:73:29","203","1","22","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","467","461"
"1232","24.306690577","ipcas_21:73:29","149","1","23","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1233","24.308087592","ipcas_21:73:29","146","1","23","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1234","24.308088455","ipcas_21:73:29","203","1","23","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","463","460","464"
"1285","25.346726620","ipcas_21:73:29","149","1","24","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1286","25.346737722","ipcas_21:73:29","146","1","24","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1287","25.346738711","ipcas_21:73:29","203","1","24","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","467","465","468"
"1338","26.392532643","ipcas_21:73:29","149","1","25","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1339","26.392537715","ipcas_21:73:29","146","1","25","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1340","26.392538777","ipcas_21:73:29","203","1","25","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","460","465","466"
"1391","27.421023941","ipcas_21:73:29","149","1","26","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1392","27.424254436","ipcas_21:73:29","146","1","26","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1393","27.424263836","ipcas_21:73:29","203","1","26","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","465","463","463"
"1444","28.451817188","ipcas_21:73:29","149","1","27","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
"1445","28.451817498","ipcas_21:73:29","146","1","27","boolean,integer,boolean,boolean,boolean","LIED21PROT/LLN0$Alarm","1","",""
"1446","28.451817794","ipcas_21:73:29","203","1","27","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED21MEAS/LLN0$Measurement","461","462","465"
"1497","29.469048092","ipcas_21:73:29","149","1","28","integer,integer,integer,integer,boolean","LIED21CTRL/LLN0$Status","1","1","0"
