"No.","Time","Source","Length","stNum","sqNum","Data","goID","integer","integer","integer"
"79","1.248249898","ipcas_21:73:17","149","1","0","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"80","1.248250894","ipcas_21:73:17","146","1","0","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"81","1.248251699","ipcas_21:73:17","198","1","0","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","311","308","307"
"132","2.272666763","ipcas_21:73:17","149","1","1","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"133","2.272676058","ipcas_21:73:17","146","1","1","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"134","2.273118257","ipcas_21:73:17","198","1","1","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","314","311","305"
"185","3.306224329","ipcas_21:73:17","149","1","2","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"186","3.306232254","ipcas_21:73:17","146","1","2","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"187","3.306232651","ipcas_21:73:17","198","1","2","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","304","309","307"
"238","4.331684259","ipcas_21:73:17","149","1","3","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"239","4.331854296","ipcas_21:73:17","146","1","3","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"240","4.332239818","ipcas_21:73:17","198","1","3","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","306","309","306"
"291","5.367263108","ipcas_21:73:17","149","1","4","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"292","5.367268380","ipcas_21:73:17","146","1","4","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"293","5.367269596","ipcas_21:73:17","198","1","4","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","307","305","314"
"344","6.398472223","ipcas_21:73:17","149","1","5","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"345","6.399056194","ipcas_21:73:17","146","1","5","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"346","6.399058866","ipcas_21:73:17","198","1","5","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","306","313","310"
"397","7.428881691","ipcas_21:73:17","149","1","6","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"398","7.429186895","ipcas_21:73:17","146","1","6","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"399","7.429192625","ipcas_21:73:17","198","1","6","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","311","307","313"
"450","8.462724417","ipcas_21:73:17","149","1","7","integer,integer,integer,integer,boolean","LIED43CTRL/LLN0$Status","1","1","0"
"451","8.462734892","ipcas_21:73:17","146","1","7","boolean,integer,boolean,boolean,boolean","LIED43PROT/LLN0$Alarm","1","",""
"452","8.462735512","ipcas_21:73:17","198","1","7","integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point","LIED43MEAS/LLN0$Measurement","312","311","311"
