"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"4","0.004262841","ipcas_21:73:32","149","1","0","LIED11CTRL/LLN0$Status","1","1","0"
"5","0.004269510","ipcas_21:73:32","146","1","0","LIED11PROT/LLN0$Alarm","1","",""
"6","0.004271097","ipcas_21:73:32","203","1","0","LIED11MEAS/LLN0$Measurement","310","305","311"
"57","1.039718633","ipcas_21:73:32","149","1","1","LIED11CTRL/LLN0$Status","1","1","0"
"58","1.039726264","ipcas_21:73:32","146","1","1","LIED11PROT/LLN0$Alarm","1","",""
"59","1.039827704","ipcas_21:73:32","203","1","1","LIED11MEAS/LLN0$Measurement","311","309","310"
"110","2.082555043","ipcas_21:73:32","149","1","2","LIED11CTRL/LLN0$Status","1","1","0"
"111","2.082560940","ipcas_21:73:32","146","1","2","LIED11PROT/LLN0$Alarm","1","",""
"112","2.082562273","ipcas_21:73:32","203","1","2","LIED11MEAS/LLN0$Measurement","306","314","315"
"163","3.146520917","ipcas_21:73:32","149","1","3","LIED11CTRL/LLN0$Status","1","1","0"
"164","3.146536690","ipcas_21:73:32","146","1","3","LIED11PROT/LLN0$Alarm","1","",""
"165","3.146598093","ipcas_21:73:32","203","1","3","LIED11MEAS/LLN0$Measurement","314","311","309"
"216","4.169620465","ipcas_21:73:32","149","1","4","LIED11CTRL/LLN0$Status","1","1","0"
"217","4.171416238","ipcas_21:73:32","146","1","4","LIED11PROT/LLN0$Alarm","1","",""
"218","4.171418599","ipcas_21:73:32","203","1","4","LIED11MEAS/LLN0$Measurement","313","315","314"
"269","5.230940888","ipcas_21:73:32","149","1","5","LIED11CTRL/LLN0$Status","1","1","0"
"270","5.230946632","ipcas_21:73:32","146","1","5","LIED11PROT/LLN0$Alarm","1","",""
"271","5.230947948","ipcas_21:73:32","203","1","5","LIED11MEAS/LLN0$Measurement","305","306","306"
"322","6.284170827","ipcas_21:73:32","149","1","6","LIED11CTRL/LLN0$Status","1","1","0"
"323","6.284173210","ipcas_21:73:32","146","1","6","LIED11PROT/LLN0$Alarm","1","",""
"324","6.284246749","ipcas_21:73:32","203","1","6","LIED11MEAS/LLN0$Measurement","305","315","309"
"375","7.342671734","ipcas_21:73:32","149","1","7","LIED11CTRL/LLN0$Status","1","1","0"
