"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"14","1.816539663","ipcas_21:73:32","149","1","0","LIED11CTRL/LLN0$Status","1","1","0"
"15","1.816545817","ipcas_21:73:32","146","1","0","LIED11PROT/LLN0$Alarm","1","",""
"16","1.816546966","ipcas_21:73:32","203","1","0","LIED11MEAS/LLN0$Measurement","310","305","311"
"72","2.853410694","ipcas_21:73:32","149","1","1","LIED11CTRL/LLN0$Status","1","1","0"
"73","2.853531134","ipcas_21:73:32","146","1","1","LIED11PROT/LLN0$Alarm","1","",""
"74","2.853601811","ipcas_21:73:32","203","1","1","LIED11MEAS/LLN0$Measurement","311","309","310"
"131","3.892811332","ipcas_21:73:32","149","1","2","LIED11CTRL/LLN0$Status","1","1","0"
"132","3.892816628","ipcas_21:73:32","146","1","2","LIED11PROT/LLN0$Alarm","1","",""
"133","3.892817965","ipcas_21:73:32","203","1","2","LIED11MEAS/LLN0$Measurement","306","314","315"
"188","4.959390831","ipcas_21:73:32","149","1","3","LIED11CTRL/LLN0$Status","1","1","0"
"189","4.959517700","ipcas_21:73:32","146","1","3","LIED11PROT/LLN0$Alarm","1","",""
"190","4.959642527","ipcas_21:73:32","203","1","3","LIED11MEAS/LLN0$Measurement","314","311","309"
"252","5.983758669","ipcas_21:73:32","149","1","4","LIED11CTRL/LLN0$Status","1","1","0"
"253","5.985492904","ipcas_21:73:32","146","1","4","LIED11PROT/LLN0$Alarm","1","",""
"254","5.985498711","ipcas_21:73:32","203","1","4","LIED11MEAS/LLN0$Measurement","313","315","314"
"311","7.044118746","ipcas_21:73:32","149","1","5","LIED11CTRL/LLN0$Status","1","1","0"
"312","7.044121648","ipcas_21:73:32","146","1","5","LIED11PROT/LLN0$Alarm","1","",""
"313","7.044122235","ipcas_21:73:32","203","1","5","LIED11MEAS/LLN0$Measurement","305","306","306"
"367","8.098208710","ipcas_21:73:32","149","1","6","LIED11CTRL/LLN0$Status","1","1","0"
"368","8.098212156","ipcas_21:73:32","146","1","6","LIED11PROT/LLN0$Alarm","1","",""
"369","8.098446783","ipcas_21:73:32","203","1","6","LIED11MEAS/LLN0$Measurement","305","315","309"
"425","9.155970590","ipcas_21:73:32","149","1","7","LIED11CTRL/LLN0$Status","1","1","0"
"426","9.156068783","ipcas_21:73:32","146","1","7","LIED11PROT/LLN0$Alarm","1","",""
"427","9.156070846","ipcas_21:73:32","203","1","7","LIED11MEAS/LLN0$Measurement","315","311","311"
"482","10.216793705","ipcas_21:73:32","149","1","8","LIED11CTRL/LLN0$Status","1","1","0"
"483","10.216799268","ipcas_21:73:32","146","1","8","LIED11PROT/LLN0$Alarm","1","",""
"484","10.216800651","ipcas_21:73:32","203","1","8","LIED11MEAS/LLN0$Measurement","315","306","309"
"540","11.262110371","ipcas_21:73:32","149","1","9","LIED11CTRL/LLN0$Status","1","1","0"
"541","11.262115733","ipcas_21:73:32","146","1","9","LIED11PROT/LLN0$Alarm","1","",""
"542","11.263609142","ipcas_21:73:32","203","1","9","LIED11MEAS/LLN0$Measurement","312","307","313"
"594","12.314315662","ipcas_21:73:32","149","1","10","LIED11CTRL/LLN0$Status","1","1","0"
"595","12.314320774","ipcas_21:73:32","146","1","10","LIED11PROT/LLN0$Alarm","1","",""
"596","12.314322094","ipcas_21:73:32","203","1","10","LIED11MEAS/LLN0$Measurement","315","310","311"
"597","12.321186937","ipcas_21:73:32","146","1","11","LIED11PROT/LLN0$Alarm","1","",""
"648","13.377074680","ipcas_21:73:32","149","1","11","LIED11CTRL/LLN0$Status","1","1","0"
"649","13.377080741","ipcas_21:73:32","146","1","11","LIED11PROT/LLN0$Alarm","1","",""
"650","13.377082185","ipcas_21:73:32","203","1","11","LIED11MEAS/LLN0$Measurement","310","314","310"
"705","14.431822889","ipcas_21:73:32","149","1","12","LIED11CTRL/LLN0$Status","1","1","0"
"706","14.431902707","ipcas_21:73:32","146","1","12","LIED11PROT/LLN0$Alarm","1","",""
"707","14.431905674","ipcas_21:73:32","203","1","12","LIED11MEAS/LLN0$Measurement","309","314","314"
"764","15.489267391","ipcas_21:73:32","149","1","13","LIED11CTRL/LLN0$Status","1","1","0"
"765","15.489272869","ipcas_21:73:32","146","1","13","LIED11PROT/LLN0$Alarm","1","",""
"766","15.489274236","ipcas_21:73:32","203","1","13","LIED11MEAS/LLN0$Measurement","312","313","306"
"820","16.555335018","ipcas_21:73:32","149","1","14","LIED11CTRL/LLN0$Status","1","1","0"
"821","16.555723561","ipcas_21:73:32","146","1","14","LIED11PROT/LLN0$Alarm","1","",""
"822","16.555726031","ipcas_21:73:32","203","1","14","LIED11MEAS/LLN0$Measurement","310","308","315"
"873","17.601672622","ipcas_21:73:32","149","1","15","LIED11CTRL/LLN0$Status","1","1","0"
"874","17.602002698","ipcas_21:73:32","146","1","15","LIED11PROT/LLN0$Alarm","1","",""
"875","17.602585926","ipcas_21:73:32","203","1","15","LIED11MEAS/LLN0$Measurement","306","309","309"
"930","18.653403567","ipcas_21:73:32","149","1","16","LIED11CTRL/LLN0$Status","1","1","0"
"931","18.654232852","ipcas_21:73:32","146","1","16","LIED11PROT/LLN0$Alarm","1","",""
"932","18.654238987","ipcas_21:73:32","203","1","16","LIED11MEAS/LLN0$Measurement","314","309","308"
"992","19.696852849","ipcas_21:73:32","149","1","17","LIED11CTRL/LLN0$Status","1","1","0"
"993","19.696890381","ipcas_21:73:32","146","1","17","LIED11PROT/LLN0$Alarm","1","",""
"994","19.696925227","ipcas_21:73:32","203","1","17","LIED11MEAS/LLN0$Measurement","310","309","306"
"1051","20.755728884","ipcas_21:73:32","149","1","18","LIED11CTRL/LLN0$Status","1","1","0"
"1052","20.755733074","ipcas_21:73:32","146","1","18","LIED11PROT/LLN0$Alarm","1","",""
"1053","20.755786047","ipcas_21:73:32","203","1","18","LIED11MEAS/LLN0$Measurement","314","305","313"
"1111","21.809156144","ipcas_21:73:32","149","1","19","LIED11CTRL/LLN0$Status","1","1","0"
"1112","21.809259419","ipcas_21:73:32","146","1","19","LIED11PROT/LLN0$Alarm","1","",""
"1113","21.809407547","ipcas_21:73:32","203","1","19","LIED11MEAS/LLN0$Measurement","305","313","311"
"1164","22.850488994","ipcas_21:73:32","149","1","20","LIED11CTRL/LLN0$Status","1","1","0"
"1165","22.850495767","ipcas_21:73:32","146","1","20","LIED11PROT/LLN0$Alarm","1","",""
"1166","22.850497350","ipcas_21:73:32","203","1","20","LIED11MEAS/LLN0$Measurement","307","310","306"
"1222","23.917836383","ipcas_21:73:32","149","1","21","LIED11CTRL/LLN0$Status","1","1","0"
"1223","23.918451226","ipcas_21:73:32","146","1","21","LIED11PROT/LLN0$Alarm","1","",""
"1224","23.918457033","ipcas_21:73:32","203","1","21","LIED11MEAS/LLN0$Measurement","310","308","312"
"1282","24.977111987","ipcas_21:73:32","149","1","22","LIED11CTRL/LLN0$Status","1","1","0"
"1283","24.977115198","ipcas_21:73:32","146","1","22","LIED11PROT/LLN0$Alarm","1","",""
"1284","24.977193531","ipcas_21:73:32","203","1","22","LIED11MEAS/LLN0$Measurement","310","312","312"
"1341","26.029502579","ipcas_21:73:32","149","1","23","LIED11CTRL/LLN0$Status","1","1","0"
"1342","26.029507785","ipcas_21:73:32","146","1","23","LIED11PROT/LLN0$Alarm","1","",""
"1343","26.029508426","ipcas_21:73:32","203","1","23","LIED11MEAS/LLN0$Measurement","309","308","315"
"1396","27.087300651","ipcas_21:73:32","149","1","24","LIED11CTRL/LLN0$Status","1","1","0"
"1397","27.087306253","ipcas_21:73:32","146","1","24","LIED11PROT/LLN0$Alarm","1","",""
"1398","27.087407791","ipcas_21:73:32","203","1","24","LIED11MEAS/LLN0$Measurement","313","311","315"
"1449","28.151868481","ipcas_21:73:32","149","1","25","LIED11CTRL/LLN0$Status","1","1","0"
"1450","28.151874435","ipcas_21:73:32","146","1","25","LIED11PROT/LLN0$Alarm","1","",""
"1451","28.151968673","ipcas_21:73:32","203","1","25","LIED11MEAS/LLN0$Measurement","306","315","309"
"1506","29.192588842","ipcas_21:73:32","149","1","26","LIED11CTRL/LLN0$Status","1","1","0"
"1507","29.192594582","ipcas_21:73:32","146","1","26","LIED11PROT/LLN0$Alarm","1","",""
"1508","29.192596102","ipcas_21:73:32","203","1","26","LIED11MEAS/LLN0$Measurement","306","307","311"
"1565","30.242035507","ipcas_21:73:32","149","1","27","LIED11CTRL/LLN0$Status","1","1","0"
"1566","30.242041932","ipcas_21:73:32","146","1","27","LIED11PROT/LLN0$Alarm","1","",""
"1567","30.242043269","ipcas_21:73:32","203","1","27","LIED11MEAS/LLN0$Measurement","311","311","308"
"1624","31.297209407","ipcas_21:73:32","149","1","28","LIED11CTRL/LLN0$Status","1","1","0"
"1625","31.297209733","ipcas_21:73:32","146","1","28","LIED11PROT/LLN0$Alarm","1","",""
"1626","31.297210078","ipcas_21:73:32","203","1","28","LIED11MEAS/LLN0$Measurement","305","313","312"
"1681","32.346107693","ipcas_21:73:32","149","1","29","LIED11CTRL/LLN0$Status","1","1","0"
"1682","32.346113128","ipcas_21:73:32","146","1","29","LIED11PROT/LLN0$Alarm","1","",""
"1683","32.346114234","ipcas_21:73:32","203","1","29","LIED11MEAS/LLN0$Measurement","314","309","307"
"1734","33.410321893","ipcas_21:73:32","149","1","30","LIED11CTRL/LLN0$Status","1","1","0"
"1735","33.410324127","ipcas_21:73:32","146","1","30","LIED11PROT/LLN0$Alarm","1","",""
"1736","33.410452517","ipcas_21:73:32","203","1","30","LIED11MEAS/LLN0$Measurement","314","312","310"
"1791","34.471628301","ipcas_21:73:32","149","1","31","LIED11CTRL/LLN0$Status","1","1","0"
"1792","34.471633750","ipcas_21:73:32","146","1","31","LIED11PROT/LLN0$Alarm","1","",""
"1793","34.471634810","ipcas_21:73:32","203","1","31","LIED11MEAS/LLN0$Measurement","315","314","306"
"1892","35.535464086","ipcas_21:73:32","149","1","32","LIED11CTRL/LLN0$Status","1","1","0"
"1893","35.535472325","ipcas_21:73:32","146","1","32","LIED11PROT/LLN0$Alarm","1","",""
"1894","35.535474336","ipcas_21:73:32","203","1","32","LIED11MEAS/LLN0$Measurement","309","311","310"
"1989","36.576747159","ipcas_21:73:32","149","1","33","LIED11CTRL/LLN0$Status","1","1","0"
"1990","36.576887552","ipcas_21:73:32","146","1","33","LIED11PROT/LLN0$Alarm","1","",""
"1991","36.576889680","ipcas_21:73:32","203","1","33","LIED11MEAS/LLN0$Measurement","307","306","313"
"2100","37.657585607","ipcas_21:73:32","149","1","34","LIED11CTRL/LLN0$Status","1","1","0"
"2101","37.657714811","ipcas_21:73:32","146","1","34","LIED11PROT/LLN0$Alarm","1","",""
"2102","37.657729937","ipcas_21:73:32","203","1","34","LIED11MEAS/LLN0$Measurement","313","311","310"
"2178","38.704552241","ipcas_21:73:32","149","1","35","LIED11CTRL/LLN0$Status","1","1","0"
"2179","38.704583594","ipcas_21:73:32","146","1","35","LIED11PROT/LLN0$Alarm","1","",""
"2180","38.704612330","ipcas_21:73:32","203","1","35","LIED11MEAS/LLN0$Measurement","308","315","309"
"2239","39.749927960","ipcas_21:73:32","149","1","36","LIED11CTRL/LLN0$Status","1","1","0"
"2240","39.749930447","ipcas_21:73:32","146","1","36","LIED11PROT/LLN0$Alarm","1","",""
"2241","39.749985662","ipcas_21:73:32","203","1","36","LIED11MEAS/LLN0$Measurement","305","312","310"
"2312","40.811732952","ipcas_21:73:32","149","1","37","LIED11CTRL/LLN0$Status","1","1","0"
"2313","40.811738111","ipcas_21:73:32","146","1","37","LIED11PROT/LLN0$Alarm","1","",""
"2314","40.811739461","ipcas_21:73:32","203","1","37","LIED11MEAS/LLN0$Measurement","306","310","307"
"2376","41.857778909","ipcas_21:73:32","149","1","38","LIED11CTRL/LLN0$Status","1","1","0"
"2377","41.857785137","ipcas_21:73:32","146","1","38","LIED11PROT/LLN0$Alarm","1","",""
"2378","41.857786203","ipcas_21:73:32","203","1","38","LIED11MEAS/LLN0$Measurement","308","309","313"
"2436","42.907385504","ipcas_21:73:32","149","1","39","LIED11CTRL/LLN0$Status","1","1","0"
"2437","42.907391120","ipcas_21:73:32","146","1","39","LIED11PROT/LLN0$Alarm","1","",""
"2438","42.907392517","ipcas_21:73:32","203","1","39","LIED11MEAS/LLN0$Measurement","308","315","306"
"2499","43.963222680","ipcas_21:73:32","149","1","40","LIED11CTRL/LLN0$Status","1","1","0"
"2500","43.963225045","ipcas_21:73:32","146","1","40","LIED11PROT/LLN0$Alarm","1","",""
"2501","43.963362620","ipcas_21:73:32","203","1","40","LIED11MEAS/LLN0$Measurement","313","309","305"
"2562","45.011094348","ipcas_21:73:32","149","1","41","LIED11CTRL/LLN0$Status","1","1","0"
"2563","45.011100088","ipcas_21:73:32","146","1","41","LIED11PROT/LLN0$Alarm","1","",""
"2564","45.011101344","ipcas_21:73:32","203","1","41","LIED11MEAS/LLN0$Measurement","305","308","306"
"2628","46.056087986","ipcas_21:73:32","149","1","42","LIED11CTRL/LLN0$Status","1","1","0"
"2629","46.056641994","ipcas_21:73:32","146","1","42","LIED11PROT/LLN0$Alarm","1","",""
"2630","46.056859777","ipcas_21:73:32","203","1","42","LIED11MEAS/LLN0$Measurement","315","315","306"
"2685","47.111341853","ipcas_21:73:32","149","1","43","LIED11CTRL/LLN0$Status","1","1","0"
"2686","47.111347526","ipcas_21:73:32","146","1","43","LIED11PROT/LLN0$Alarm","1","",""
"2687","47.111348949","ipcas_21:73:32","203","1","43","LIED11MEAS/LLN0$Measurement","310","310","307"
"2743","48.178333149","ipcas_21:73:32","149","1","44","LIED11CTRL/LLN0$Status","1","1","0"
"2744","48.178338749","ipcas_21:73:32","146","1","44","LIED11PROT/LLN0$Alarm","1","",""
"2745","48.178340456","ipcas_21:73:32","203","1","44","LIED11MEAS/LLN0$Measurement","314","308","306"
"2799","49.231757819","ipcas_21:73:32","149","1","45","LIED11CTRL/LLN0$Status","1","1","0"
"2800","49.231763933","ipcas_21:73:32","146","1","45","LIED11PROT/LLN0$Alarm","1","",""
"2801","49.231765102","ipcas_21:73:32","203","1","45","LIED11MEAS/LLN0$Measurement","305","308","312"
"2858","50.283060248","ipcas_21:73:32","149","1","46","LIED11CTRL/LLN0$Status","1","1","0"
"2859","50.283062983","ipcas_21:73:32","146","1","46","LIED11PROT/LLN0$Alarm","1","",""
"2860","50.283063825","ipcas_21:73:32","203","1","46","LIED11MEAS/LLN0$Measurement","314","306","308"
"2919","51.338863118","ipcas_21:73:32","149","1","47","LIED11CTRL/LLN0$Status","1","1","0"
"2920","51.338865428","ipcas_21:73:32","146","1","47","LIED11PROT/LLN0$Alarm","1","",""
"2921","51.338920219","ipcas_21:73:32","203","1","47","LIED11MEAS/LLN0$Measurement","310","314","315"
"2983","52.395816237","ipcas_21:73:32","149","1","48","LIED11CTRL/LLN0$Status","1","1","0"
"2984","52.395822151","ipcas_21:73:32","146","1","48","LIED11PROT/LLN0$Alarm","1","",""
"2985","52.396465338","ipcas_21:73:32","203","1","48","LIED11MEAS/LLN0$Measurement","311","314","310"
"3042","53.461600333","ipcas_21:73:32","149","1","49","LIED11CTRL/LLN0$Status","1","1","0"
"3043","53.461605659","ipcas_21:73:32","146","1","49","LIED11PROT/LLN0$Alarm","1","",""
"3044","53.461606895","ipcas_21:73:32","203","1","49","LIED11MEAS/LLN0$Measurement","309","306","309"
"3101","54.544517170","ipcas_21:73:32","149","1","50","LIED11CTRL/LLN0$Status","1","1","0"
"3102","54.544520557","ipcas_21:73:32","146","1","50","LIED11PROT/LLN0$Alarm","1","",""
"3103","54.544521304","ipcas_21:73:32","203","1","50","LIED11MEAS/LLN0$Measurement","308","308","312"
"3157","55.594963534","ipcas_21:73:32","149","1","51","LIED11CTRL/LLN0$Status","1","1","0"
"3158","55.594974220","ipcas_21:73:32","146","1","51","LIED11PROT/LLN0$Alarm","1","",""
"3159","55.595011275","ipcas_21:73:32","203","1","51","LIED11MEAS/LLN0$Measurement","309","309","309"
"3217","56.663619019","ipcas_21:73:32","149","1","52","LIED11CTRL/LLN0$Status","1","1","0"
"3218","56.663624632","ipcas_21:73:32","146","1","52","LIED11PROT/LLN0$Alarm","1","",""
"3219","56.663626108","ipcas_21:73:32","203","1","52","LIED11MEAS/LLN0$Measurement","312","308","315"
"3275","57.711986126","ipcas_21:73:32","149","1","53","LIED11CTRL/LLN0$Status","1","1","0"
"3276","57.711992427","ipcas_21:73:32","146","1","53","LIED11PROT/LLN0$Alarm","1","",""
"3277","57.711993490","ipcas_21:73:32","203","1","53","LIED11MEAS/LLN0$Measurement","308","307","312"
"3333","58.775898480","ipcas_21:73:32","149","1","54","LIED11CTRL/LLN0$Status","1","1","0"
