"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"10","1.495845163","ipcas_21:73:33","149","1","0","LIED10CTRL/LLN0$Status","1","1","0"
"11","1.495979673","ipcas_21:73:33","146","1","0","LIED10PROT/LLN0$Alarm","1","",""
"12","1.497252606","ipcas_21:73:33","203","1","0","LIED10MEAS/LLN0$Measurement","313","308","315"
"66","2.529229465","ipcas_21:73:33","149","1","1","LIED10CTRL/LLN0$Status","1","1","0"
"67","2.529341862","ipcas_21:73:33","146","1","1","LIED10PROT/LLN0$Alarm","1","",""
"68","2.529549114","ipcas_21:73:33","203","1","1","LIED10MEAS/LLN0$Measurement","308","312","313"
"123","3.572434900","ipcas_21:73:33","149","1","2","LIED10CTRL/LLN0$Status","1","1","0"
"124","3.572495240","ipcas_21:73:33","146","1","2","LIED10PROT/LLN0$Alarm","1","",""
"125","3.572554503","ipcas_21:73:33","203","1","2","LIED10MEAS/LLN0$Measurement","314","306","305"
"181","4.618737111","ipcas_21:73:33","149","1","3","LIED10CTRL/LLN0$Status","1","1","0"
"182","4.618907725","ipcas_21:73:33","146","1","3","LIED10PROT/LLN0$Alarm","1","",""
"183","4.619029586","ipcas_21:73:33","203","1","3","LIED10MEAS/LLN0$Measurement","310","315","307"
"238","5.661889413","ipcas_21:73:33","149","1","4","LIED10CTRL/LLN0$Status","1","1","0"
"239","5.661895367","ipcas_21:73:33","146","1","4","LIED10PROT/LLN0$Alarm","1","",""
"240","5.661896881","ipcas_21:73:33","203","1","4","LIED10MEAS/LLN0$Measurement","311","315","311"
"295","6.713156745","ipcas_21:73:33","149","1","5","LIED10CTRL/LLN0$Status","1","1","0"
"296","6.713175635","ipcas_21:73:33","146","1","5","LIED10PROT/LLN0$Alarm","1","",""
"297","6.713252797","ipcas_21:73:33","203","1","5","LIED10MEAS/LLN0$Measurement","314","314","315"
"352","7.772215978","ipcas_21:73:33","149","1","6","LIED10CTRL/LLN0$Status","1","1","0"
"353","7.772375322","ipcas_21:73:33","146","1","6","LIED10PROT/LLN0$Alarm","1","",""
