"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"22","0.032375377","ipcas_21:73:26","149","1","0","TIED23CTRL/LLN0$Status","1","1","0"
"23","0.032381377","ipcas_21:73:26","149","1","0","TIED23PROT/LLN0$Alarm","1","",""
"24","0.032382254","ipcas_21:73:26","206","1","0","TIED23MEAS/LLN0$Measurement","154","158","151"
"52","1.082508127","ipcas_21:73:26","149","1","1","TIED23CTRL/LLN0$Status","1","1","0"
"53","1.082512192","ipcas_21:73:26","149","1","1","TIED23PROT/LLN0$Alarm","1","",""
"54","1.082513096","ipcas_21:73:26","206","1","1","TIED23MEAS/LLN0$Measurement","159","158","152"
"105","2.136276009","ipcas_21:73:26","149","1","2","TIED23CTRL/LLN0$Status","1","1","0"
"106","2.136282892","ipcas_21:73:26","149","1","2","TIED23PROT/LLN0$Alarm","1","",""
"107","2.136283924","ipcas_21:73:26","206","1","2","TIED23MEAS/LLN0$Measurement","158","153","149"
"158","3.179765879","ipcas_21:73:26","149","1","3","TIED23CTRL/LLN0$Status","1","1","0"
"159","3.179766568","ipcas_21:73:26","149","1","3","TIED23PROT/LLN0$Alarm","1","",""
"160","3.179767300","ipcas_21:73:26","206","1","3","TIED23MEAS/LLN0$Measurement","158","150","155"
"211","4.208105383","ipcas_21:73:26","149","1","4","TIED23CTRL/LLN0$Status","1","1","0"
"212","4.208110184","ipcas_21:73:26","149","1","4","TIED23PROT/LLN0$Alarm","1","",""
"213","4.208111022","ipcas_21:73:26","206","1","4","TIED23MEAS/LLN0$Measurement","153","152","158"
"264","5.238606345","ipcas_21:73:26","149","1","5","TIED23CTRL/LLN0$Status","1","1","0"
"265","5.238612536","ipcas_21:73:26","149","1","5","TIED23PROT/LLN0$Alarm","1","",""
"266","5.238613875","ipcas_21:73:26","206","1","5","TIED23MEAS/LLN0$Measurement","153","152","159"
"317","6.272347375","ipcas_21:73:26","149","1","6","TIED23CTRL/LLN0$Status","1","1","0"
"318","6.272350846","ipcas_21:73:26","149","1","6","TIED23PROT/LLN0$Alarm","1","",""
"319","6.272351727","ipcas_21:73:26","206","1","6","TIED23MEAS/LLN0$Measurement","152","149","156"
"370","7.308104946","ipcas_21:73:26","149","1","7","TIED23CTRL/LLN0$Status","1","1","0"
"371","7.308105654","ipcas_21:73:26","149","1","7","TIED23PROT/LLN0$Alarm","1","",""
"372","7.308106083","ipcas_21:73:26","206","1","7","TIED23MEAS/LLN0$Measurement","158","153","154"
"423","8.337990169","ipcas_21:73:26","149","1","8","TIED23CTRL/LLN0$Status","1","1","0"
"424","8.337991660","ipcas_21:73:26","149","1","8","TIED23PROT/LLN0$Alarm","1","",""
"425","8.337992649","ipcas_21:73:26","206","1","8","TIED23MEAS/LLN0$Measurement","149","155","152"
"476","9.370780411","ipcas_21:73:26","149","1","9","TIED23CTRL/LLN0$Status","1","1","0"
"477","9.370785537","ipcas_21:73:26","149","1","9","TIED23PROT/LLN0$Alarm","1","",""
"478","9.370786816","ipcas_21:73:26","206","1","9","TIED23MEAS/LLN0$Measurement","156","156","155"
"529","10.424877139","ipcas_21:73:26","149","1","10","TIED23CTRL/LLN0$Status","1","1","0"
"530","10.425319803","ipcas_21:73:26","149","1","10","TIED23PROT/LLN0$Alarm","1","",""
"531","10.425324417","ipcas_21:73:26","206","1","10","TIED23MEAS/LLN0$Measurement","156","153","154"
"582","11.463301396","ipcas_21:73:26","149","1","11","TIED23CTRL/LLN0$Status","1","1","0"
"583","11.463302249","ipcas_21:73:26","149","1","11","TIED23PROT/LLN0$Alarm","1","",""
"584","11.463303041","ipcas_21:73:26","206","1","11","TIED23MEAS/LLN0$Measurement","310","311","321"
"635","12.486710251","ipcas_21:73:26","149","1","12","TIED23CTRL/LLN0$Status","1","1","0"
"636","12.486715581","ipcas_21:73:26","149","1","12","TIED23PROT/LLN0$Alarm","1","",""
"637","12.486716722","ipcas_21:73:26","206","1","12","TIED23MEAS/LLN0$Measurement","312","309","323"
"688","13.515045832","ipcas_21:73:26","149","1","13","TIED23CTRL/LLN0$Status","1","1","0"
"689","13.515051284","ipcas_21:73:26","149","1","13","TIED23PROT/LLN0$Alarm","1","",""
"690","13.515052430","ipcas_21:73:26","206","1","13","TIED23MEAS/LLN0$Measurement","317","308","318"
"741","14.605814072","ipcas_21:73:26","149","1","14","TIED23CTRL/LLN0$Status","1","1","0"
"742","14.605814608","ipcas_21:73:26","149","1","14","TIED23PROT/LLN0$Alarm","1","",""
"743","14.605815147","ipcas_21:73:26","206","1","14","TIED23MEAS/LLN0$Measurement","317","318","320"
"794","15.635671379","ipcas_21:73:26","149","1","15","TIED23CTRL/LLN0$Status","1","1","0"
"795","15.635680724","ipcas_21:73:26","149","1","15","TIED23PROT/LLN0$Alarm","1","",""
"796","15.635681871","ipcas_21:73:26","206","1","15","TIED23MEAS/LLN0$Measurement","312","308","312"
"847","16.659433836","ipcas_21:73:26","149","1","16","TIED23CTRL/LLN0$Status","1","1","0"
"848","16.659437162","ipcas_21:73:26","149","1","16","TIED23PROT/LLN0$Alarm","1","",""
"849","16.659437774","ipcas_21:73:26","206","1","16","TIED23MEAS/LLN0$Measurement","317","318","312"
"900","17.707740831","ipcas_21:73:26","149","1","17","TIED23CTRL/LLN0$Status","1","1","0"
"901","17.707959506","ipcas_21:73:26","149","1","17","TIED23PROT/LLN0$Alarm","1","",""
"902","17.708194847","ipcas_21:73:26","206","1","17","TIED23MEAS/LLN0$Measurement","316","310","320"
"953","18.742827021","ipcas_21:73:26","149","1","18","TIED23CTRL/LLN0$Status","1","1","0"
"954","18.742833419","ipcas_21:73:26","149","1","18","TIED23PROT/LLN0$Alarm","1","",""
"955","18.742834715","ipcas_21:73:26","206","1","18","TIED23MEAS/LLN0$Measurement","315","318","320"
"1006","19.759444406","ipcas_21:73:26","149","1","19","TIED23CTRL/LLN0$Status","1","1","0"
"1007","19.767461838","ipcas_21:73:26","149","1","19","TIED23PROT/LLN0$Alarm","1","",""
"1008","19.767464156","ipcas_21:73:26","206","1","19","TIED23MEAS/LLN0$Measurement","312","313","314"
"1059","20.794983762","ipcas_21:73:26","149","1","20","TIED23CTRL/LLN0$Status","1","1","0"
"1060","20.794988153","ipcas_21:73:26","149","1","20","TIED23PROT/LLN0$Alarm","1","",""
"1061","20.794989039","ipcas_21:73:26","206","1","20","TIED23MEAS/LLN0$Measurement","311","316","311"
"1112","21.814683124","ipcas_21:73:26","149","1","21","TIED23CTRL/LLN0$Status","1","1","0"
"1113","21.814891986","ipcas_21:73:26","149","1","21","TIED23PROT/LLN0$Alarm","1","",""
"1114","21.814894887","ipcas_21:73:26","206","1","21","TIED23MEAS/LLN0$Measurement","319","314","310"
"1165","22.868189090","ipcas_21:73:26","149","1","22","TIED23CTRL/LLN0$Status","1","1","0"
"1166","22.868985883","ipcas_21:73:26","149","1","22","TIED23PROT/LLN0$Alarm","1","",""
"1167","22.868989592","ipcas_21:73:26","206","1","22","TIED23MEAS/LLN0$Measurement","310","316","311"
"1218","23.924185074","ipcas_21:73:26","149","1","23","TIED23CTRL/LLN0$Status","1","1","0"
"1219","23.924285959","ipcas_21:73:26","149","1","23","TIED23PROT/LLN0$Alarm","1","",""
"1220","23.924940992","ipcas_21:73:26","206","1","23","TIED23MEAS/LLN0$Measurement","310","312","317"
"1271","24.976002936","ipcas_21:73:26","149","1","24","TIED23CTRL/LLN0$Status","1","1","0"
"1272","24.976006258","ipcas_21:73:26","149","1","24","TIED23PROT/LLN0$Alarm","1","",""
"1273","24.976007328","ipcas_21:73:26","206","1","24","TIED23MEAS/LLN0$Measurement","314","322","312"
"1324","26.016075216","ipcas_21:73:26","149","1","25","TIED23CTRL/LLN0$Status","1","1","0"
"1325","26.016075752","ipcas_21:73:26","149","1","25","TIED23PROT/LLN0$Alarm","1","",""
"1326","26.016076633","ipcas_21:73:26","206","1","25","TIED23MEAS/LLN0$Measurement","317","312","312"
"1377","27.059109674","ipcas_21:73:26","149","1","26","TIED23CTRL/LLN0$Status","1","1","0"
"1378","27.059116129","ipcas_21:73:26","149","1","26","TIED23PROT/LLN0$Alarm","1","",""
"1379","27.060686034","ipcas_21:73:26","206","1","26","TIED23MEAS/LLN0$Measurement","322","320","320"
"1430","28.105020444","ipcas_21:73:26","149","1","27","TIED23CTRL/LLN0$Status","1","1","0"
"1431","28.105030272","ipcas_21:73:26","149","1","27","TIED23PROT/LLN0$Alarm","1","",""
"1432","28.105031636","ipcas_21:73:26","206","1","27","TIED23MEAS/LLN0$Measurement","316","308","319"
"1483","29.158436501","ipcas_21:73:26","149","1","28","TIED23CTRL/LLN0$Status","1","1","0"
"1484","29.158439082","ipcas_21:73:26","149","1","28","TIED23PROT/LLN0$Alarm","1","",""
"1485","29.158440020","ipcas_21:73:26","206","1","28","TIED23MEAS/LLN0$Measurement","314","310","314"
"1536","30.190113299","ipcas_21:73:26","149","1","29","TIED23CTRL/LLN0$Status","1","1","0"
"1537","30.190114008","ipcas_21:73:26","149","1","29","TIED23PROT/LLN0$Alarm","1","",""
"1538","30.190114559","ipcas_21:73:26","206","1","29","TIED23MEAS/LLN0$Measurement","310","311","310"
"1589","31.238364016","ipcas_21:73:26","149","1","30","TIED23CTRL/LLN0$Status","1","1","0"
"1590","31.238368091","ipcas_21:73:26","149","1","30","TIED23PROT/LLN0$Alarm","1","",""
"1591","31.238368968","ipcas_21:73:26","206","1","30","TIED23MEAS/LLN0$Measurement","321","309","323"
"1642","32.286636372","ipcas_21:73:26","149","1","31","TIED23CTRL/LLN0$Status","1","1","0"
"1643","32.286657371","ipcas_21:73:26","149","1","31","TIED23PROT/LLN0$Alarm","1","",""
"1644","32.286658120","ipcas_21:73:26","206","1","31","TIED23MEAS/LLN0$Measurement","312","315","319"
"1695","33.313449363","ipcas_21:73:26","149","1","32","TIED23CTRL/LLN0$Status","1","1","0"
"1696","33.313455818","ipcas_21:73:26","149","1","32","TIED23PROT/LLN0$Alarm","1","",""
"1697","33.313457183","ipcas_21:73:26","206","1","32","TIED23MEAS/LLN0$Measurement","313","314","308"
"1748","34.362925836","ipcas_21:73:26","149","1","33","TIED23CTRL/LLN0$Status","1","1","0"
"1749","34.362935275","ipcas_21:73:26","149","1","33","TIED23PROT/LLN0$Alarm","1","",""
"1750","34.362936198","ipcas_21:73:26","206","1","33","TIED23MEAS/LLN0$Measurement","317","320","308"
"1801","35.413273423","ipcas_21:73:26","149","1","34","TIED23CTRL/LLN0$Status","1","1","0"
"1802","35.413277378","ipcas_21:73:26","149","1","34","TIED23PROT/LLN0$Alarm","1","",""
"1803","35.413278423","ipcas_21:73:26","206","1","34","TIED23MEAS/LLN0$Measurement","323","310","315"
"1854","36.466503222","ipcas_21:73:26","149","1","35","TIED23CTRL/LLN0$Status","1","1","0"
"1855","36.466504046","ipcas_21:73:26","149","1","35","TIED23PROT/LLN0$Alarm","1","",""
"1856","36.466504646","ipcas_21:73:26","206","1","35","TIED23MEAS/LLN0$Measurement","314","318","321"
"1907","37.501631882","ipcas_21:73:26","149","1","36","TIED23CTRL/LLN0$Status","1","1","0"
"1908","37.501636248","ipcas_21:73:26","149","1","36","TIED23PROT/LLN0$Alarm","1","",""
"1909","37.501637151","ipcas_21:73:26","206","1","36","TIED23MEAS/LLN0$Measurement","313","310","323"
"1966","38.551997683","ipcas_21:73:26","149","1","37","TIED23CTRL/LLN0$Status","1","1","0"
"1967","38.552003192","ipcas_21:73:26","149","1","37","TIED23PROT/LLN0$Alarm","1","",""
"1968","38.552004440","ipcas_21:73:26","206","1","37","TIED23MEAS/LLN0$Measurement","320","314","319"
"2016","39.584836533","ipcas_21:73:26","149","1","38","TIED23CTRL/LLN0$Status","1","1","0"
"2017","39.584837385","ipcas_21:73:26","149","1","38","TIED23PROT/LLN0$Alarm","1","",""
"2018","39.584838615","ipcas_21:73:26","206","1","38","TIED23MEAS/LLN0$Measurement","311","319","310"
"2066","40.624399237","ipcas_21:73:26","149","1","39","TIED23CTRL/LLN0$Status","1","1","0"
"2067","40.624404147","ipcas_21:73:26","149","1","39","TIED23PROT/LLN0$Alarm","1","",""
"2068","40.624404892","ipcas_21:73:26","206","1","39","TIED23MEAS/LLN0$Measurement","311","322","321"
"2142","42.285885414","ipcas_21:73:26","149","1","40","TIED23CTRL/LLN0$Status","1","1","0"
"2143","42.325545815","ipcas_21:73:26","149","1","40","TIED23PROT/LLN0$Alarm","1","",""
"2144","42.325782208","ipcas_21:73:26","206","1","40","TIED23MEAS/LLN0$Measurement","312","319","315"
"2218","43.779125104","ipcas_21:73:26","149","1","41","TIED23CTRL/LLN0$Status","1","1","0"
"2219","43.779127041","ipcas_21:73:26","149","1","41","TIED23PROT/LLN0$Alarm","1","",""
"2220","43.779413920","ipcas_21:73:26","206","1","41","TIED23MEAS/LLN0$Measurement","316","323","314"
"2257","44.808471911","ipcas_21:73:26","149","1","42","TIED23CTRL/LLN0$Status","1","1","0"
"2258","44.808472439","ipcas_21:73:26","149","1","42","TIED23PROT/LLN0$Alarm","1","",""
"2259","44.808472899","ipcas_21:73:26","206","1","42","TIED23MEAS/LLN0$Measurement","318","320","316"
"2301","45.838106423","ipcas_21:73:26","149","1","43","TIED23CTRL/LLN0$Status","1","1","0"
"2302","45.838107639","ipcas_21:73:26","149","1","43","TIED23PROT/LLN0$Alarm","1","",""
"2303","45.838108398","ipcas_21:73:26","206","1","43","TIED23MEAS/LLN0$Measurement","316","310","311"
"2357","46.868887316","ipcas_21:73:26","149","1","44","TIED23CTRL/LLN0$Status","1","1","0"
"2358","46.868888049","ipcas_21:73:26","149","1","44","TIED23PROT/LLN0$Alarm","1","",""
"2359","46.868888423","ipcas_21:73:26","206","1","44","TIED23MEAS/LLN0$Measurement","312","308","323"
"2407","47.879390113","ipcas_21:73:26","149","1","45","TIED23CTRL/LLN0$Status","1","1","0"
"2408","47.879394037","ipcas_21:73:26","149","1","45","TIED23PROT/LLN0$Alarm","1","",""
"2409","47.879394584","ipcas_21:73:26","206","1","45","TIED23MEAS/LLN0$Measurement","322","316","308"
"2463","48.910516220","ipcas_21:73:26","149","1","46","TIED23CTRL/LLN0$Status","1","1","0"
"2464","48.910516599","ipcas_21:73:26","149","1","46","TIED23PROT/LLN0$Alarm","1","",""
"2465","48.910517521","ipcas_21:73:26","206","1","46","TIED23MEAS/LLN0$Measurement","322","316","311"
"2513","49.941908908","ipcas_21:73:26","149","1","47","TIED23CTRL/LLN0$Status","1","1","0"
"2514","49.941916055","ipcas_21:73:26","149","1","47","TIED23PROT/LLN0$Alarm","1","",""
"2515","49.941917094","ipcas_21:73:26","206","1","47","TIED23MEAS/LLN0$Measurement","315","310","310"
"2566","50.995586636","ipcas_21:73:26","149","1","48","TIED23CTRL/LLN0$Status","1","1","0"
"2567","50.995586999","ipcas_21:73:26","149","1","48","TIED23PROT/LLN0$Alarm","1","",""
"2568","50.995587453","ipcas_21:73:26","206","1","48","TIED23MEAS/LLN0$Measurement","321","321","316"
"2619","51.993253374","ipcas_21:73:26","149","1","49","TIED23CTRL/LLN0$Status","1","1","0"
"2620","51.993258287","ipcas_21:73:26","149","1","49","TIED23PROT/LLN0$Alarm","1","",""
"2621","51.993259098","ipcas_21:73:26","206","1","49","TIED23MEAS/LLN0$Measurement","320","311","314"
"2681","53.041753495","ipcas_21:73:26","149","1","50","TIED23CTRL/LLN0$Status","1","1","0"
"2682","53.041753909","ipcas_21:73:26","149","1","50","TIED23PROT/LLN0$Alarm","1","",""
"2683","53.041754312","ipcas_21:73:26","206","1","50","TIED23MEAS/LLN0$Measurement","320","319","321"
"2734","54.063313130","ipcas_21:73:26","149","1","51","TIED23CTRL/LLN0$Status","1","1","0"
"2735","54.063313815","ipcas_21:73:26","149","1","51","TIED23PROT/LLN0$Alarm","1","",""
"2736","54.063314374","ipcas_21:73:26","206","1","51","TIED23MEAS/LLN0$Measurement","317","310","314"
"2801","55.113695888","ipcas_21:73:26","149","1","52","TIED23CTRL/LLN0$Status","1","1","0"
"2802","55.113699659","ipcas_21:73:26","149","1","52","TIED23PROT/LLN0$Alarm","1","",""
"2803","55.113780640","ipcas_21:73:26","206","1","52","TIED23MEAS/LLN0$Measurement","312","315","322"
"2854","56.163373840","ipcas_21:73:26","149","1","53","TIED23CTRL/LLN0$Status","1","1","0"
"2855","56.163374109","ipcas_21:73:26","149","1","53","TIED23PROT/LLN0$Alarm","1","",""
"2856","56.163374518","ipcas_21:73:26","206","1","53","TIED23MEAS/LLN0$Measurement","312","320","315"
"2907","57.167510714","ipcas_21:73:26","149","1","54","TIED23CTRL/LLN0$Status","1","1","0"
"2908","57.167511864","ipcas_21:73:26","149","1","54","TIED23PROT/LLN0$Alarm","1","",""
"2909","57.167512984","ipcas_21:73:26","206","1","54","TIED23MEAS/LLN0$Measurement","322","314","316"
"2958","58.204921949","ipcas_21:73:26","149","1","55","TIED23CTRL/LLN0$Status","1","1","0"
"2959","58.204922223","ipcas_21:73:26","149","1","55","TIED23PROT/LLN0$Alarm","1","",""
"2960","58.204922732","ipcas_21:73:26","206","1","55","TIED23MEAS/LLN0$Measurement","309","319","319"
"3013","59.236216145","ipcas_21:73:26","149","1","56","TIED23CTRL/LLN0$Status","1","1","0"
"3014","59.236216445","ipcas_21:73:26","149","1","56","TIED23PROT/LLN0$Alarm","1","",""
"3015","59.236216918","ipcas_21:73:26","206","1","56","TIED23MEAS/LLN0$Measurement","309","313","314"
"3066","60.279181535","ipcas_21:73:26","149","1","57","TIED23CTRL/LLN0$Status","1","1","0"
"3067","60.279191191","ipcas_21:73:26","149","1","57","TIED23PROT/LLN0$Alarm","1","",""
"3068","60.279192227","ipcas_21:73:26","206","1","57","TIED23MEAS/LLN0$Measurement","318","313","321"
"3119","61.360508092","ipcas_21:73:26","149","1","58","TIED23CTRL/LLN0$Status","1","1","0"
"3120","61.360508724","ipcas_21:73:26","149","1","58","TIED23PROT/LLN0$Alarm","1","",""
"3121","61.360509476","ipcas_21:73:26","206","1","58","TIED23MEAS/LLN0$Measurement","313","315","321"
"3172","62.392810253","ipcas_21:73:26","149","1","59","TIED23CTRL/LLN0$Status","1","1","0"
"3173","62.392908579","ipcas_21:73:26","149","1","59","TIED23PROT/LLN0$Alarm","1","",""
"3174","62.392999358","ipcas_21:73:26","206","1","59","TIED23MEAS/LLN0$Measurement","309","318","314"
"3225","63.434478444","ipcas_21:73:26","149","1","60","TIED23CTRL/LLN0$Status","1","1","0"
"3226","63.434478718","ipcas_21:73:26","149","1","60","TIED23PROT/LLN0$Alarm","1","",""
"3227","63.434478993","ipcas_21:73:26","206","1","60","TIED23MEAS/LLN0$Measurement","311","322","319"
"3278","64.469474309","ipcas_21:73:26","149","1","61","TIED23CTRL/LLN0$Status","1","1","0"
"3279","64.469474656","ipcas_21:73:26","149","1","61","TIED23PROT/LLN0$Alarm","1","",""
"3280","64.469475404","ipcas_21:73:26","206","1","61","TIED23MEAS/LLN0$Measurement","315","309","310"
"3331","65.506206013","ipcas_21:73:26","149","1","62","TIED23CTRL/LLN0$Status","1","1","0"
"3332","65.506206523","ipcas_21:73:26","149","1","62","TIED23PROT/LLN0$Alarm","1","",""
"3333","65.506207217","ipcas_21:73:26","206","1","62","TIED23MEAS/LLN0$Measurement","313","309","318"
"3384","66.545147506","ipcas_21:73:26","149","1","63","TIED23CTRL/LLN0$Status","1","1","0"
"3385","66.545153067","ipcas_21:73:26","149","1","63","TIED23PROT/LLN0$Alarm","1","",""
"3386","66.545153925","ipcas_21:73:26","206","1","63","TIED23MEAS/LLN0$Measurement","321","312","319"
"3437","67.575829971","ipcas_21:73:26","149","1","64","TIED23CTRL/LLN0$Status","1","1","0"
"3438","67.575914419","ipcas_21:73:26","149","1","64","TIED23PROT/LLN0$Alarm","1","",""
"3439","67.575917061","ipcas_21:73:26","206","1","64","TIED23MEAS/LLN0$Measurement","308","319","308"
"3490","68.601193542","ipcas_21:73:26","149","1","65","TIED23CTRL/LLN0$Status","1","1","0"
"3491","68.601595491","ipcas_21:73:26","149","1","65","TIED23PROT/LLN0$Alarm","1","",""
"3492","68.601598843","ipcas_21:73:26","206","1","65","TIED23MEAS/LLN0$Measurement","308","318","320"
"3543","69.644117575","ipcas_21:73:26","149","1","66","TIED23CTRL/LLN0$Status","1","1","0"
"3544","69.644117840","ipcas_21:73:26","149","1","66","TIED23PROT/LLN0$Alarm","1","",""
"3545","69.644118132","ipcas_21:73:26","206","1","66","TIED23MEAS/LLN0$Measurement","309","312","321"
"3596","70.688637993","ipcas_21:73:26","149","1","67","TIED23CTRL/LLN0$Status","1","1","0"
"3597","70.688645662","ipcas_21:73:26","149","1","67","TIED23PROT/LLN0$Alarm","1","",""
"3598","70.688646897","ipcas_21:73:26","206","1","67","TIED23MEAS/LLN0$Measurement","320","319","312"
