"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"4","0.003077627","ipcas_21:73:32","149","1","0","LIED11CTRL/LLN0$Status","1","1","0"
"5","0.004834539","ipcas_21:73:32","146","1","0","LIED11PROT/LLN0$Alarm","1","",""
"6","0.005358776","ipcas_21:73:32","203","1","0","LIED11MEAS/LLN0$Measurement","310","305","311"
"34","1.080910956","ipcas_21:73:32","149","1","1","LIED11CTRL/LLN0$Status","1","1","0"
"35","1.080911975","ipcas_21:73:32","146","1","1","LIED11PROT/LLN0$Alarm","1","",""
"36","1.080913007","ipcas_21:73:32","203","1","1","LIED11MEAS/LLN0$Measurement","311","309","310"
"87","2.092705269","ipcas_21:73:32","149","1","2","LIED11CTRL/LLN0$Status","1","1","0"
"88","2.092708886","ipcas_21:73:32","146","1","2","LIED11PROT/LLN0$Alarm","1","",""
"89","2.092709428","ipcas_21:73:32","203","1","2","LIED11MEAS/LLN0$Measurement","306","314","315"
"140","3.179429381","ipcas_21:73:32","149","1","3","LIED11CTRL/LLN0$Status","1","1","0"
"141","3.179430234","ipcas_21:73:32","146","1","3","LIED11PROT/LLN0$Alarm","1","",""
"142","3.179431081","ipcas_21:73:32","203","1","3","LIED11MEAS/LLN0$Measurement","314","311","309"
"193","4.182163038","ipcas_21:73:32","149","1","4","LIED11CTRL/LLN0$Status","1","1","0"
"194","4.182168430","ipcas_21:73:32","146","1","4","LIED11PROT/LLN0$Alarm","1","",""
"195","4.182722479","ipcas_21:73:32","203","1","4","LIED11MEAS/LLN0$Measurement","313","315","314"
"246","5.219319906","ipcas_21:73:32","149","1","5","LIED11CTRL/LLN0$Status","1","1","0"
"247","5.219320731","ipcas_21:73:32","146","1","5","LIED11PROT/LLN0$Alarm","1","",""
"248","5.219322077","ipcas_21:73:32","203","1","5","LIED11MEAS/LLN0$Measurement","305","306","306"
"299","6.250104042","ipcas_21:73:32","149","1","6","LIED11CTRL/LLN0$Status","1","1","0"
"300","6.250725802","ipcas_21:73:32","146","1","6","LIED11PROT/LLN0$Alarm","1","",""
"301","6.250730666","ipcas_21:73:32","203","1","6","LIED11MEAS/LLN0$Measurement","305","315","309"
"352","7.281839335","ipcas_21:73:32","149","1","7","LIED11CTRL/LLN0$Status","1","1","0"
"353","7.281845432","ipcas_21:73:32","146","1","7","LIED11PROT/LLN0$Alarm","1","",""
"354","7.281846354","ipcas_21:73:32","203","1","7","LIED11MEAS/LLN0$Measurement","315","311","311"
"405","8.304777888","ipcas_21:73:32","149","1","8","LIED11CTRL/LLN0$Status","1","1","0"
"406","8.304783173","ipcas_21:73:32","146","1","8","LIED11PROT/LLN0$Alarm","1","",""
"407","8.304784132","ipcas_21:73:32","203","1","8","LIED11MEAS/LLN0$Measurement","315","306","309"
"458","9.333938855","ipcas_21:73:32","149","1","9","LIED11CTRL/LLN0$Status","1","1","0"
"459","9.333944719","ipcas_21:73:32","146","1","9","LIED11PROT/LLN0$Alarm","1","",""
"460","9.333945835","ipcas_21:73:32","203","1","9","LIED11MEAS/LLN0$Measurement","312","308","310"
"511","10.380926629","ipcas_21:73:32","149","1","10","LIED11CTRL/LLN0$Status","1","1","0"
