"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"67","1.423956307","ipcas_21:73:21","149","1","0","LIED32CTRL/LLN0$Status","1","1","0"
"68","1.423962822","ipcas_21:73:21","146","1","0","LIED32PROT/LLN0$Alarm","1","",""
"69","1.423964483","ipcas_21:73:21","198","1","0","LIED32MEAS/LLN0$Measurement","248","251","246"
"120","2.446202831","ipcas_21:73:21","149","1","1","LIED32CTRL/LLN0$Status","1","1","0"
"121","2.446209215","ipcas_21:73:21","146","1","1","LIED32PROT/LLN0$Alarm","1","",""
"122","2.446652487","ipcas_21:73:21","198","1","1","LIED32MEAS/LLN0$Measurement","249","249","249"
"173","3.477071801","ipcas_21:73:21","149","1","2","LIED32CTRL/LLN0$Status","1","1","0"
"174","3.477083418","ipcas_21:73:21","146","1","2","LIED32PROT/LLN0$Alarm","1","",""
"175","3.477085493","ipcas_21:73:21","198","1","2","LIED32MEAS/LLN0$Measurement","249","247","250"
"226","4.503942854","ipcas_21:73:21","149","1","3","LIED32CTRL/LLN0$Status","1","1","0"
"227","4.503943802","ipcas_21:73:21","146","1","3","LIED32PROT/LLN0$Alarm","1","",""
"228","4.503944572","ipcas_21:73:21","198","1","3","LIED32MEAS/LLN0$Measurement","246","246","243"
"279","5.522790592","ipcas_21:73:21","149","1","4","LIED32CTRL/LLN0$Status","1","1","0"
"280","5.522797124","ipcas_21:73:21","146","1","4","LIED32PROT/LLN0$Alarm","1","",""
"281","5.522798788","ipcas_21:73:21","198","1","4","LIED32MEAS/LLN0$Measurement","249","246","244"
"332","6.552732346","ipcas_21:73:21","149","1","5","LIED32CTRL/LLN0$Status","1","1","0"
"333","6.552737544","ipcas_21:73:21","146","1","5","LIED32PROT/LLN0$Alarm","1","",""
"334","6.552739198","ipcas_21:73:21","198","1","5","LIED32MEAS/LLN0$Measurement","249","246","246"
"385","7.582984520","ipcas_21:73:21","149","1","6","LIED32CTRL/LLN0$Status","1","1","0"
"386","7.584519820","ipcas_21:73:21","146","1","6","LIED32PROT/LLN0$Alarm","1","",""
"387","7.584528917","ipcas_21:73:21","198","1","6","LIED32MEAS/LLN0$Measurement","244","247","250"
"438","8.607009615","ipcas_21:73:21","149","1","7","LIED32CTRL/LLN0$Status","1","1","0"
"439","8.607016814","ipcas_21:73:21","146","1","7","LIED32PROT/LLN0$Alarm","1","",""
"440","8.607018562","ipcas_21:73:21","198","1","7","LIED32MEAS/LLN0$Measurement","248","248","246"
"491","9.632441782","ipcas_21:73:21","149","1","8","LIED32CTRL/LLN0$Status","1","1","0"
"492","9.632447706","ipcas_21:73:21","146","1","8","LIED32PROT/LLN0$Alarm","1","",""
