"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"16","0.019282158","ipcas_21:73:28","149","1","0","LIED22CTRL/LLN0$Status","1","1","0"
"17","0.019287190","ipcas_21:73:28","146","1","0","LIED22PROT/LLN0$Alarm","1","",""
"18","0.020531030","ipcas_21:73:28","203","1","0","LIED22MEAS/LLN0$Measurement","305","313","309"
"46","1.080924815","ipcas_21:73:28","149","1","1","LIED22CTRL/LLN0$Status","1","1","0"
"47","1.080929713","ipcas_21:73:28","146","1","1","LIED22PROT/LLN0$Alarm","1","",""
"48","1.080930735","ipcas_21:73:28","203","1","1","LIED22MEAS/LLN0$Measurement","315","310","310"
"99","2.130878123","ipcas_21:73:28","149","1","2","LIED22CTRL/LLN0$Status","1","1","0"
"100","2.130884185","ipcas_21:73:28","146","1","2","LIED22PROT/LLN0$Alarm","1","",""
"101","2.130884776","ipcas_21:73:28","203","1","2","LIED22MEAS/LLN0$Measurement","309","308","306"
"152","3.179755618","ipcas_21:73:28","149","1","3","LIED22CTRL/LLN0$Status","1","1","0"
"153","3.179760948","ipcas_21:73:28","146","1","3","LIED22PROT/LLN0$Alarm","1","",""
"154","3.179761950","ipcas_21:73:28","203","1","3","LIED22MEAS/LLN0$Measurement","306","312","312"
"205","4.203104674","ipcas_21:73:28","149","1","4","LIED22CTRL/LLN0$Status","1","1","0"
"206","4.203109923","ipcas_21:73:28","146","1","4","LIED22PROT/LLN0$Alarm","1","",""
"207","4.203361506","ipcas_21:73:28","203","1","4","LIED22MEAS/LLN0$Measurement","305","306","315"
"258","5.230392644","ipcas_21:73:28","149","1","5","LIED22CTRL/LLN0$Status","1","1","0"
"259","5.230398119","ipcas_21:73:28","146","1","5","LIED22PROT/LLN0$Alarm","1","",""
"260","5.230399502","ipcas_21:73:28","203","1","5","LIED22MEAS/LLN0$Measurement","307","309","314"
"311","6.265727364","ipcas_21:73:28","149","1","6","LIED22CTRL/LLN0$Status","1","1","0"
"312","6.265733966","ipcas_21:73:28","146","1","6","LIED22PROT/LLN0$Alarm","1","",""
"313","6.265735447","ipcas_21:73:28","203","1","6","LIED22MEAS/LLN0$Measurement","311","313","313"
"364","7.308101217","ipcas_21:73:28","149","1","7","LIED22CTRL/LLN0$Status","1","1","0"
"365","7.308101574","ipcas_21:73:28","146","1","7","LIED22PROT/LLN0$Alarm","1","",""
"366","7.308102098","ipcas_21:73:28","203","1","7","LIED22MEAS/LLN0$Measurement","313","305","310"
"417","8.337983300","ipcas_21:73:28","149","1","8","LIED22CTRL/LLN0$Status","1","1","0"
"418","8.337984290","ipcas_21:73:28","146","1","8","LIED22PROT/LLN0$Alarm","1","",""
"419","8.337985516","ipcas_21:73:28","203","1","8","LIED22MEAS/LLN0$Measurement","307","312","309"
"470","9.368660111","ipcas_21:73:28","149","1","9","LIED22CTRL/LLN0$Status","1","1","0"
"471","9.368661248","ipcas_21:73:28","146","1","9","LIED22PROT/LLN0$Alarm","1","",""
"472","9.368661849","ipcas_21:73:28","203","1","9","LIED22MEAS/LLN0$Measurement","310","310","313"
"523","10.419960157","ipcas_21:73:28","149","1","10","LIED22CTRL/LLN0$Status","1","1","0"
"524","10.419961039","ipcas_21:73:28","146","1","10","LIED22PROT/LLN0$Alarm","1","",""
"525","10.420327158","ipcas_21:73:28","203","1","10","LIED22MEAS/LLN0$Measurement","309","314","305"
"576","11.463287410","ipcas_21:73:28","149","1","11","LIED22CTRL/LLN0$Status","1","1","0"
"577","11.463297183","ipcas_21:73:28","146","1","11","LIED22PROT/LLN0$Alarm","1","",""
"578","11.463297718","ipcas_21:73:28","203","1","11","LIED22MEAS/LLN0$Measurement","465","468","465"
"629","12.482984249","ipcas_21:73:28","149","1","12","LIED22CTRL/LLN0$Status","1","1","0"
"630","12.482990091","ipcas_21:73:28","146","1","12","LIED22PROT/LLN0$Alarm","1","",""
"631","12.482990919","ipcas_21:73:28","203","1","12","LIED22MEAS/LLN0$Measurement","465","463","465"
