"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"61","1.417286060","ipcas_21:73:23","149","1","0","LIED40CTRL/LLN0$Status","1","1","0"
"62","1.417296440","ipcas_21:73:23","146","1","0","LIED40PROT/LLN0$Alarm","1","",""
"63","1.417297961","ipcas_21:73:23","200","1","0","LIED40MEAS/LLN0$Measurement","933","914","931"
"114","2.438807095","ipcas_21:73:23","149","1","1","LIED40CTRL/LLN0$Status","1","1","0"
"115","2.438818083","ipcas_21:73:23","146","1","1","LIED40PROT/LLN0$Alarm","1","",""
"116","2.438828928","ipcas_21:73:23","200","1","1","LIED40MEAS/LLN0$Measurement","922","932","923"
"167","3.471361058","ipcas_21:73:23","149","1","2","LIED40CTRL/LLN0$Status","1","1","0"
"168","3.471374539","ipcas_21:73:23","146","1","2","LIED40PROT/LLN0$Alarm","1","",""
"169","3.471376660","ipcas_21:73:23","200","1","2","LIED40MEAS/LLN0$Measurement","928","924","926"
"220","4.492467778","ipcas_21:73:23","149","1","3","LIED40CTRL/LLN0$Status","1","1","0"
"221","4.492478636","ipcas_21:73:23","146","1","3","LIED40PROT/LLN0$Alarm","1","",""
"222","4.492480146","ipcas_21:73:23","200","1","3","LIED40MEAS/LLN0$Measurement","924","928","919"
"273","5.514970866","ipcas_21:73:23","149","1","4","LIED40CTRL/LLN0$Status","1","1","0"
"274","5.515309871","ipcas_21:73:23","146","1","4","LIED40PROT/LLN0$Alarm","1","",""
"275","5.515316366","ipcas_21:73:23","200","1","4","LIED40MEAS/LLN0$Measurement","927","918","918"
"326","6.546039875","ipcas_21:73:23","149","1","5","LIED40CTRL/LLN0$Status","1","1","0"
"327","6.546050780","ipcas_21:73:23","146","1","5","LIED40PROT/LLN0$Alarm","1","",""
"328","6.546052210","ipcas_21:73:23","200","1","5","LIED40MEAS/LLN0$Measurement","915","929","928"
"379","7.574900551","ipcas_21:73:23","149","1","6","LIED40CTRL/LLN0$Status","1","1","0"
"380","7.574913383","ipcas_21:73:23","146","1","6","LIED40PROT/LLN0$Alarm","1","",""
"381","7.574915508","ipcas_21:73:23","200","1","6","LIED40MEAS/LLN0$Measurement","914","916","916"
"432","8.601299890","ipcas_21:73:23","149","1","7","LIED40CTRL/LLN0$Status","1","1","0"
"433","8.601309709","ipcas_21:73:23","146","1","7","LIED40PROT/LLN0$Alarm","1","",""
"434","8.601310658","ipcas_21:73:23","200","1","7","LIED40MEAS/LLN0$Measurement","921","917","927"
"485","9.624488443","ipcas_21:73:23","149","1","8","LIED40CTRL/LLN0$Status","1","1","0"
"486","9.624498523","ipcas_21:73:23","146","1","8","LIED40PROT/LLN0$Alarm","1","",""
"487","9.624499745","ipcas_21:73:23","200","1","8","LIED40MEAS/LLN0$Measurement","915","933","920"
"538","10.817246776","ipcas_21:73:23","149","1","9","LIED40CTRL/LLN0$Status","1","1","0"
"539","10.817257213","ipcas_21:73:23","146","1","9","LIED40PROT/LLN0$Alarm","1","",""
"540","10.817258603","ipcas_21:73:23","200","1","9","LIED40MEAS/LLN0$Measurement","918","920","934"
"591","11.839792981","ipcas_21:73:23","149","1","10","LIED40CTRL/LLN0$Status","1","1","0"
"592","11.839803278","ipcas_21:73:23","146","1","10","LIED40PROT/LLN0$Alarm","1","",""
"593","11.839821540","ipcas_21:73:23","200","1","10","LIED40MEAS/LLN0$Measurement","922","924","921"
"644","12.871665064","ipcas_21:73:23","149","1","11","LIED40CTRL/LLN0$Status","1","1","0"
"645","12.871676096","ipcas_21:73:23","146","1","11","LIED40PROT/LLN0$Alarm","1","",""
"646","12.871677199","ipcas_21:73:23","200","1","11","LIED40MEAS/LLN0$Measurement","1856","1856","1854"
"697","13.895982780","ipcas_21:73:23","149","1","12","LIED40CTRL/LLN0$Status","1","1","0"
"698","13.895993565","ipcas_21:73:23","146","1","12","LIED40PROT/LLN0$Alarm","1","",""
"699","13.895994822","ipcas_21:73:23","200","1","12","LIED40MEAS/LLN0$Measurement","1857","1855","1855"
"750","14.924954591","ipcas_21:73:23","149","1","13","LIED40CTRL/LLN0$Status","1","1","0"
"751","14.924965592","ipcas_21:73:23","146","1","13","LIED40PROT/LLN0$Alarm","1","",""
"752","14.924966689","ipcas_21:73:23","200","1","13","LIED40MEAS/LLN0$Measurement","1851","1854","1850"
"803","15.949362310","ipcas_21:73:23","149","1","14","LIED40CTRL/LLN0$Status","1","1","0"
"804","15.949427653","ipcas_21:73:23","146","1","14","LIED40PROT/LLN0$Alarm","1","",""
"805","15.949430189","ipcas_21:73:23","200","1","14","LIED40MEAS/LLN0$Measurement","1853","1852","1855"
"856","16.968483497","ipcas_21:73:23","149","1","15","LIED40CTRL/LLN0$Status","1","1","0"
"857","16.968495151","ipcas_21:73:23","146","1","15","LIED40PROT/LLN0$Alarm","1","",""
"858","16.968496296","ipcas_21:73:23","200","1","15","LIED40MEAS/LLN0$Measurement","1853","1851","1848"
