"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"73","1.428954411","ipcas_21:73:19","149","1","0","LIED41CTRL/LLN0$Status","1","1","0"
"74","1.428960007","ipcas_21:73:19","146","1","0","LIED41PROT/LLN0$Alarm","1","",""
"75","1.428961484","ipcas_21:73:19","198","1","0","LIED41MEAS/LLN0$Measurement","366","374","367"
"126","2.462253079","ipcas_21:73:19","149","1","1","LIED41CTRL/LLN0$Status","1","1","0"
"127","2.462457555","ipcas_21:73:19","146","1","1","LIED41PROT/LLN0$Alarm","1","",""
"128","2.462460891","ipcas_21:73:19","198","1","1","LIED41MEAS/LLN0$Measurement","370","370","369"
"179","3.484358404","ipcas_21:73:19","149","1","2","LIED41CTRL/LLN0$Status","1","1","0"
"180","3.484366767","ipcas_21:73:19","146","1","2","LIED41PROT/LLN0$Alarm","1","",""
"181","3.484367459","ipcas_21:73:19","198","1","2","LIED41MEAS/LLN0$Measurement","373","366","370"
"232","4.503947364","ipcas_21:73:19","149","1","3","LIED41CTRL/LLN0$Status","1","1","0"
"233","4.503947766","ipcas_21:73:19","146","1","3","LIED41PROT/LLN0$Alarm","1","",""
"234","4.504360728","ipcas_21:73:19","198","1","3","LIED41MEAS/LLN0$Measurement","370","368","374"
"285","5.530848204","ipcas_21:73:19","149","1","4","LIED41CTRL/LLN0$Status","1","1","0"
"286","5.531614309","ipcas_21:73:19","146","1","4","LIED41PROT/LLN0$Alarm","1","",""
"287","5.531620493","ipcas_21:73:19","198","1","4","LIED41MEAS/LLN0$Measurement","368","365","369"
"338","6.561906187","ipcas_21:73:19","149","1","5","LIED41CTRL/LLN0$Status","1","1","0"
"339","6.561913003","ipcas_21:73:19","146","1","5","LIED41PROT/LLN0$Alarm","1","",""
"340","6.562076134","ipcas_21:73:19","198","1","5","LIED41MEAS/LLN0$Measurement","375","371","365"
"391","7.592489787","ipcas_21:73:19","149","1","6","LIED41CTRL/LLN0$Status","1","1","0"
"392","7.592538600","ipcas_21:73:19","146","1","6","LIED41PROT/LLN0$Alarm","1","",""
"393","7.592541869","ipcas_21:73:19","198","1","6","LIED41MEAS/LLN0$Measurement","375","371","366"
"444","8.614889038","ipcas_21:73:19","149","1","7","LIED41CTRL/LLN0$Status","1","1","0"
"445","8.614894250","ipcas_21:73:19","146","1","7","LIED41PROT/LLN0$Alarm","1","",""
"446","8.614895133","ipcas_21:73:19","198","1","7","LIED41MEAS/LLN0$Measurement","372","373","369"
"497","9.783254363","ipcas_21:73:19","149","1","8","LIED41CTRL/LLN0$Status","1","1","0"
"498","9.783260962","ipcas_21:73:19","146","1","8","LIED41PROT/LLN0$Alarm","1","",""
"499","9.783262505","ipcas_21:73:19","198","1","8","LIED41MEAS/LLN0$Measurement","369","368","365"
"550","10.832153944","ipcas_21:73:19","149","1","9","LIED41CTRL/LLN0$Status","1","1","0"
"551","10.832160511","ipcas_21:73:19","146","1","9","LIED41PROT/LLN0$Alarm","1","",""
"552","10.832161613","ipcas_21:73:19","198","1","9","LIED41MEAS/LLN0$Measurement","369","373","368"
