"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"4","2.523058260","ipcas_21:73:33","149","1","0","LIED10CTRL/LLN0$Status","1","1","0"
"5","2.523067680","ipcas_21:73:33","146","1","0","LIED10PROT/LLN0$Alarm","1","",""
"6","2.523068797","ipcas_21:73:33","203","1","0","LIED10MEAS/LLN0$Measurement","313","308","315"
"57","4.023791143","ipcas_21:73:33","149","1","1","LIED10CTRL/LLN0$Status","1","1","0"
"58","4.023856981","ipcas_21:73:33","146","1","1","LIED10PROT/LLN0$Alarm","1","",""
"59","4.023858705","ipcas_21:73:33","203","1","1","LIED10MEAS/LLN0$Measurement","308","312","313"
"112","5.106923600","ipcas_21:73:33","149","1","2","LIED10CTRL/LLN0$Status","1","1","0"
"113","5.106934371","ipcas_21:73:33","146","1","2","LIED10PROT/LLN0$Alarm","1","",""
"114","5.106936362","ipcas_21:73:33","203","1","2","LIED10MEAS/LLN0$Measurement","314","306","305"
"165","6.133457750","ipcas_21:73:33","149","1","3","LIED10CTRL/LLN0$Status","1","1","0"
"166","6.134163452","ipcas_21:73:33","146","1","3","LIED10PROT/LLN0$Alarm","1","",""
"167","6.134170766","ipcas_21:73:33","203","1","3","LIED10MEAS/LLN0$Measurement","310","315","307"
"221","7.179708597","ipcas_21:73:33","149","1","4","LIED10CTRL/LLN0$Status","1","1","0"
"222","7.179716265","ipcas_21:73:33","146","1","4","LIED10PROT/LLN0$Alarm","1","",""
"223","7.179717337","ipcas_21:73:33","203","1","4","LIED10MEAS/LLN0$Measurement","311","315","311"
"276","8.223878552","ipcas_21:73:33","149","1","5","LIED10CTRL/LLN0$Status","1","1","0"
"277","8.223886901","ipcas_21:73:33","146","1","5","LIED10PROT/LLN0$Alarm","1","",""
"278","8.223887910","ipcas_21:73:33","203","1","5","LIED10MEAS/LLN0$Measurement","314","314","315"
"332","9.256316610","ipcas_21:73:33","149","1","6","LIED10CTRL/LLN0$Status","1","1","0"
"333","9.256326098","ipcas_21:73:33","146","1","6","LIED10PROT/LLN0$Alarm","1","",""
"334","9.257455750","ipcas_21:73:33","203","1","6","LIED10MEAS/LLN0$Measurement","308","305","312"
"386","10.297029104","ipcas_21:73:33","149","1","7","LIED10CTRL/LLN0$Status","1","1","0"
"387","10.319134369","ipcas_21:73:33","146","1","7","LIED10PROT/LLN0$Alarm","1","",""
"388","10.319142938","ipcas_21:73:33","203","1","7","LIED10MEAS/LLN0$Measurement","314","313","308"
"439","11.322720726","ipcas_21:73:33","149","1","8","LIED10CTRL/LLN0$Status","1","1","0"
"440","11.322732593","ipcas_21:73:33","146","1","8","LIED10PROT/LLN0$Alarm","1","",""
"441","11.322734300","ipcas_21:73:33","203","1","8","LIED10MEAS/LLN0$Measurement","306","311","310"
"493","12.360691359","ipcas_21:73:33","149","1","9","LIED10CTRL/LLN0$Status","1","1","0"
"494","12.360698199","ipcas_21:73:33","146","1","9","LIED10PROT/LLN0$Alarm","1","",""
"495","12.360698550","ipcas_21:73:33","203","1","9","LIED10MEAS/LLN0$Measurement","314","305","309"
"546","13.403857371","ipcas_21:73:33","149","1","10","LIED10CTRL/LLN0$Status","1","1","0"
"547","13.403866779","ipcas_21:73:33","146","1","10","LIED10PROT/LLN0$Alarm","1","",""
"548","13.403868386","ipcas_21:73:33","203","1","10","LIED10MEAS/LLN0$Measurement","353","350","350"
"599","14.461503350","ipcas_21:73:33","149","1","11","LIED10CTRL/LLN0$Status","1","1","0"
"600","14.461511789","ipcas_21:73:33","146","1","11","LIED10PROT/LLN0$Alarm","1","",""
"601","14.461513232","ipcas_21:73:33","203","1","11","LIED10MEAS/LLN0$Measurement","350","349","350"
"653","15.501890099","ipcas_21:73:33","149","1","12","LIED10CTRL/LLN0$Status","1","1","0"
"654","15.502123130","ipcas_21:73:33","146","1","12","LIED10PROT/LLN0$Alarm","1","",""
"655","15.502127129","ipcas_21:73:33","203","1","12","LIED10MEAS/LLN0$Measurement","350","348","348"
"708","16.542283102","ipcas_21:73:33","149","1","13","LIED10CTRL/LLN0$Status","1","1","0"
"709","16.542292470","ipcas_21:73:33","146","1","13","LIED10PROT/LLN0$Alarm","1","",""
"710","16.542293462","ipcas_21:73:33","203","1","13","LIED10MEAS/LLN0$Measurement","350","347","350"
"761","17.587049358","ipcas_21:73:33","149","1","14","LIED10CTRL/LLN0$Status","1","1","0"
"762","17.587062088","ipcas_21:73:33","146","1","14","LIED10PROT/LLN0$Alarm","1","",""
"763","17.587366170","ipcas_21:73:33","203","1","14","LIED10MEAS/LLN0$Measurement","346","350","352"
"815","18.624131305","ipcas_21:73:33","149","1","15","LIED10CTRL/LLN0$Status","1","1","0"
"816","18.624825030","ipcas_21:73:33","146","1","15","LIED10PROT/LLN0$Alarm","1","",""
"817","18.625622403","ipcas_21:73:33","203","1","15","LIED10MEAS/LLN0$Measurement","204","210","210"
"869","19.666948434","ipcas_21:73:33","149","1","16","LIED10CTRL/LLN0$Status","1","1","0"
"870","19.667135919","ipcas_21:73:33","146","1","16","LIED10PROT/LLN0$Alarm","1","",""
"871","19.667142010","ipcas_21:73:33","203","1","16","LIED10MEAS/LLN0$Measurement","206","205","206"
"934","20.697589001","ipcas_21:73:33","149","1","17","LIED10CTRL/LLN0$Status","1","1","0"
"935","20.697621462","ipcas_21:73:33","146","1","17","LIED10PROT/LLN0$Alarm","1","",""
"936","20.697954615","ipcas_21:73:33","203","1","17","LIED10MEAS/LLN0$Measurement","206","204","206"
"993","21.726226219","ipcas_21:73:33","149","1","18","LIED10CTRL/LLN0$Status","1","1","0"
"994","21.726236235","ipcas_21:73:33","146","1","18","LIED10PROT/LLN0$Alarm","1","",""
"995","21.726237218","ipcas_21:73:33","203","1","18","LIED10MEAS/LLN0$Measurement","204","206","208"
"1046","22.753618466","ipcas_21:73:33","149","1","19","LIED10CTRL/LLN0$Status","1","1","0"
"1047","22.753629277","ipcas_21:73:33","146","1","19","LIED10PROT/LLN0$Alarm","1","",""
"1048","22.753630958","ipcas_21:73:33","203","1","19","LIED10MEAS/LLN0$Measurement","203","206","206"
"1099","23.811385863","ipcas_21:73:33","149","1","20","LIED10CTRL/LLN0$Status","1","1","0"
"1100","23.811396360","ipcas_21:73:33","146","1","20","LIED10PROT/LLN0$Alarm","1","",""
"1101","23.811397707","ipcas_21:73:33","203","1","20","LIED10MEAS/LLN0$Measurement","211","203","206"
"1152","24.851454834","ipcas_21:73:33","149","1","21","LIED10CTRL/LLN0$Status","1","1","0"
"1153","24.851463433","ipcas_21:73:33","146","1","21","LIED10PROT/LLN0$Alarm","1","",""
"1154","24.851463825","ipcas_21:73:33","203","1","21","LIED10MEAS/LLN0$Measurement","206","206","209"
"1205","25.908600064","ipcas_21:73:33","149","1","22","LIED10CTRL/LLN0$Status","1","1","0"
"1206","25.908610112","ipcas_21:73:33","146","1","22","LIED10PROT/LLN0$Alarm","1","",""
"1207","25.908610757","ipcas_21:73:33","203","1","22","LIED10MEAS/LLN0$Measurement","203","204","208"
"1258","26.927790654","ipcas_21:73:33","149","1","23","LIED10CTRL/LLN0$Status","1","1","0"
"1259","26.928373218","ipcas_21:73:33","146","1","23","LIED10PROT/LLN0$Alarm","1","",""
"1260","26.928377060","ipcas_21:73:33","203","1","23","LIED10MEAS/LLN0$Measurement","207","206","202"
"1311","27.944516526","ipcas_21:73:33","149","1","24","LIED10CTRL/LLN0$Status","1","1","0"
"1312","27.944696005","ipcas_21:73:33","146","1","24","LIED10PROT/LLN0$Alarm","1","",""
"1313","27.945180074","ipcas_21:73:33","203","1","24","LIED10MEAS/LLN0$Measurement","208","207","209"
"1364","29.003388701","ipcas_21:73:33","149","1","25","LIED10CTRL/LLN0$Status","1","1","0"
"1365","29.003397045","ipcas_21:73:33","146","1","25","LIED10PROT/LLN0$Alarm","1","",""
"1366","29.003398323","ipcas_21:73:33","203","1","25","LIED10MEAS/LLN0$Measurement","206","210","202"
"1417","30.035145854","ipcas_21:73:33","149","1","26","LIED10CTRL/LLN0$Status","1","1","0"
"1418","30.035506505","ipcas_21:73:33","146","1","26","LIED10PROT/LLN0$Alarm","1","",""
"1419","30.035833793","ipcas_21:73:33","203","1","26","LIED10MEAS/LLN0$Measurement","206","210","202"
"1470","31.065894330","ipcas_21:73:33","149","1","27","LIED10CTRL/LLN0$Status","1","1","0"
"1471","31.065905329","ipcas_21:73:33","146","1","27","LIED10PROT/LLN0$Alarm","1","",""
"1472","31.066667449","ipcas_21:73:33","203","1","27","LIED10MEAS/LLN0$Measurement","201","208","206"
"1523","32.104224965","ipcas_21:73:33","149","1","28","LIED10CTRL/LLN0$Status","1","1","0"
"1524","32.104233374","ipcas_21:73:33","146","1","28","LIED10PROT/LLN0$Alarm","1","",""
"1525","32.105144316","ipcas_21:73:33","203","1","28","LIED10MEAS/LLN0$Measurement","208","206","205"
"1576","33.173459297","ipcas_21:73:33","149","1","29","LIED10CTRL/LLN0$Status","1","1","0"
"1577","33.174219075","ipcas_21:73:33","146","1","29","LIED10PROT/LLN0$Alarm","1","",""
"1578","33.174645945","ipcas_21:73:33","203","1","29","LIED10MEAS/LLN0$Measurement","206","202","210"
"1629","34.236119175","ipcas_21:73:33","149","1","30","LIED10CTRL/LLN0$Status","1","1","0"
"1630","34.236129399","ipcas_21:73:33","146","1","30","LIED10PROT/LLN0$Alarm","1","",""
"1631","34.236849522","ipcas_21:73:33","203","1","30","LIED10MEAS/LLN0$Measurement","206","206","203"
"1682","35.265297126","ipcas_21:73:33","149","1","31","LIED10CTRL/LLN0$Status","1","1","0"
"1683","35.265829993","ipcas_21:73:33","146","1","31","LIED10PROT/LLN0$Alarm","1","",""
"1684","35.265835202","ipcas_21:73:33","203","1","31","LIED10MEAS/LLN0$Measurement","211","202","210"
"1735","36.317703316","ipcas_21:73:33","149","1","32","LIED10CTRL/LLN0$Status","1","1","0"
"1736","36.318022572","ipcas_21:73:33","146","1","32","LIED10PROT/LLN0$Alarm","1","",""
"1737","36.318730016","ipcas_21:73:33","203","1","32","LIED10MEAS/LLN0$Measurement","206","202","206"
"1788","37.358740185","ipcas_21:73:33","149","1","33","LIED10CTRL/LLN0$Status","1","1","0"
