"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"13","2.523073552","ipcas_21:73:30","149","1","0","LIED20CTRL/LLN0$Status","1","1","0"
"14","2.523073907","ipcas_21:73:30","146","1","0","LIED20PROT/LLN0$Alarm","1","",""
"15","2.523074246","ipcas_21:73:30","203","1","0","LIED20MEAS/LLN0$Measurement","313","308","315"
"66","4.040402253","ipcas_21:73:30","149","1","1","LIED20CTRL/LLN0$Status","1","1","0"
"67","4.040409464","ipcas_21:73:30","146","1","1","LIED20PROT/LLN0$Alarm","1","",""
"68","4.040410201","ipcas_21:73:30","203","1","1","LIED20MEAS/LLN0$Measurement","308","312","313"
"121","5.123259893","ipcas_21:73:30","149","1","2","LIED20CTRL/LLN0$Status","1","1","0"
"122","5.123269821","ipcas_21:73:30","146","1","2","LIED20PROT/LLN0$Alarm","1","",""
"123","5.123419242","ipcas_21:73:30","203","1","2","LIED20MEAS/LLN0$Measurement","314","306","305"
"174","6.151598730","ipcas_21:73:30","149","1","3","LIED20CTRL/LLN0$Status","1","1","0"
"175","6.151607317","ipcas_21:73:30","146","1","3","LIED20PROT/LLN0$Alarm","1","",""
"176","6.151609375","ipcas_21:73:30","203","1","3","LIED20MEAS/LLN0$Measurement","310","315","307"
"230","7.192901035","ipcas_21:73:30","149","1","4","LIED20CTRL/LLN0$Status","1","1","0"
"231","7.192906681","ipcas_21:73:30","146","1","4","LIED20PROT/LLN0$Alarm","1","",""
"232","7.192908292","ipcas_21:73:30","203","1","4","LIED20MEAS/LLN0$Measurement","311","315","311"
"285","8.238816396","ipcas_21:73:30","149","1","5","LIED20CTRL/LLN0$Status","1","1","0"
"286","8.240927691","ipcas_21:73:30","146","1","5","LIED20PROT/LLN0$Alarm","1","",""
"287","8.240932086","ipcas_21:73:30","203","1","5","LIED20MEAS/LLN0$Measurement","314","314","315"
"341","9.272417339","ipcas_21:73:30","149","1","6","LIED20CTRL/LLN0$Status","1","1","0"
"342","9.272773768","ipcas_21:73:30","146","1","6","LIED20PROT/LLN0$Alarm","1","",""
"343","9.272777774","ipcas_21:73:30","203","1","6","LIED20MEAS/LLN0$Measurement","308","305","312"
"395","10.319147732","ipcas_21:73:30","149","1","7","LIED20CTRL/LLN0$Status","1","1","0"
"396","10.319148178","ipcas_21:73:30","146","1","7","LIED20PROT/LLN0$Alarm","1","",""
"397","10.319148747","ipcas_21:73:30","203","1","7","LIED20MEAS/LLN0$Measurement","314","313","308"
"448","11.336639344","ipcas_21:73:30","149","1","8","LIED20CTRL/LLN0$Status","1","1","0"
"449","11.336643322","ipcas_21:73:30","146","1","8","LIED20PROT/LLN0$Alarm","1","",""
"450","11.336643999","ipcas_21:73:30","203","1","8","LIED20MEAS/LLN0$Measurement","306","311","310"
"502","12.364778146","ipcas_21:73:30","149","1","9","LIED20CTRL/LLN0$Status","1","1","0"
"503","12.364780760","ipcas_21:73:30","146","1","9","LIED20PROT/LLN0$Alarm","1","",""
"504","12.364781103","ipcas_21:73:30","203","1","9","LIED20MEAS/LLN0$Measurement","314","305","309"
"555","13.441796039","ipcas_21:73:30","149","1","10","LIED20CTRL/LLN0$Status","1","1","0"
"556","13.441802254","ipcas_21:73:30","146","1","10","LIED20PROT/LLN0$Alarm","1","",""
"557","13.441803013","ipcas_21:73:30","203","1","10","LIED20MEAS/LLN0$Measurement","353","350","350"
"608","14.499354741","ipcas_21:73:30","149","1","11","LIED20CTRL/LLN0$Status","1","1","0"
"609","14.499362816","ipcas_21:73:30","146","1","11","LIED20PROT/LLN0$Alarm","1","",""
"610","14.499363213","ipcas_21:73:30","203","1","11","LIED20MEAS/LLN0$Measurement","350","349","350"
"662","15.516170688","ipcas_21:73:30","149","1","12","LIED20CTRL/LLN0$Status","1","1","0"
"663","15.516567436","ipcas_21:73:30","146","1","12","LIED20PROT/LLN0$Alarm","1","",""
"664","15.516819254","ipcas_21:73:30","203","1","12","LIED20MEAS/LLN0$Measurement","350","348","348"
"717","16.554418556","ipcas_21:73:30","149","1","13","LIED20CTRL/LLN0$Status","1","1","0"
"718","16.555184191","ipcas_21:73:30","146","1","13","LIED20PROT/LLN0$Alarm","1","",""
"719","16.555188881","ipcas_21:73:30","203","1","13","LIED20MEAS/LLN0$Measurement","350","347","350"
"770","17.602494348","ipcas_21:73:30","149","1","14","LIED20CTRL/LLN0$Status","1","1","0"
"771","17.602500193","ipcas_21:73:30","146","1","14","LIED20PROT/LLN0$Alarm","1","",""
"772","17.602500576","ipcas_21:73:30","203","1","14","LIED20MEAS/LLN0$Measurement","346","350","352"
"824","18.641883114","ipcas_21:73:30","149","1","15","LIED20CTRL/LLN0$Status","1","1","0"
"825","18.641890918","ipcas_21:73:30","146","1","15","LIED20PROT/LLN0$Alarm","1","",""
"826","18.641892388","ipcas_21:73:30","203","1","15","LIED20MEAS/LLN0$Measurement","204","210","210"
"878","19.682097686","ipcas_21:73:30","149","1","16","LIED20CTRL/LLN0$Status","1","1","0"
