"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"43","3.839639472","ipcas_21:73:20","149","1","0","LIED33CTRL/LLN0$Status","1","1","0"
"44","3.839650267","ipcas_21:73:20","146","1","0","LIED33PROT/LLN0$Alarm","1","",""
"45","3.839651277","ipcas_21:73:20","198","1","0","LIED33MEAS/LLN0$Measurement","311","308","307"
"98","4.857290262","ipcas_21:73:20","149","1","1","LIED33CTRL/LLN0$Status","1","1","0"
"99","4.857298424","ipcas_21:73:20","146","1","1","LIED33PROT/LLN0$Alarm","1","",""
"100","4.857299984","ipcas_21:73:20","198","1","1","LIED33MEAS/LLN0$Measurement","314","311","305"
"151","5.951606456","ipcas_21:73:20","149","1","2","LIED33CTRL/LLN0$Status","1","1","0"
"152","5.951882860","ipcas_21:73:20","146","1","2","LIED33PROT/LLN0$Alarm","1","",""
"153","5.951885706","ipcas_21:73:20","198","1","2","LIED33MEAS/LLN0$Measurement","304","309","307"
"206","6.975176119","ipcas_21:73:20","149","1","3","LIED33CTRL/LLN0$Status","1","1","0"
"207","6.975176917","ipcas_21:73:20","146","1","3","LIED33PROT/LLN0$Alarm","1","",""
"208","6.975177893","ipcas_21:73:20","198","1","3","LIED33MEAS/LLN0$Measurement","306","309","306"
"262","8.054382758","ipcas_21:73:20","149","1","4","LIED33CTRL/LLN0$Status","1","1","0"
"263","8.054388493","ipcas_21:73:20","146","1","4","LIED33PROT/LLN0$Alarm","1","",""
"264","8.054388879","ipcas_21:73:20","198","1","4","LIED33MEAS/LLN0$Measurement","307","305","314"
"318","9.079317080","ipcas_21:73:20","149","1","5","LIED33CTRL/LLN0$Status","1","1","0"
"319","9.080206922","ipcas_21:73:20","146","1","5","LIED33PROT/LLN0$Alarm","1","",""
"320","9.080537583","ipcas_21:73:20","198","1","5","LIED33MEAS/LLN0$Measurement","306","313","310"
"372","10.109674866","ipcas_21:73:20","149","1","6","LIED33CTRL/LLN0$Status","1","1","0"
"373","10.109683316","ipcas_21:73:20","146","1","6","LIED33PROT/LLN0$Alarm","1","",""
"374","10.109684912","ipcas_21:73:20","198","1","6","LIED33MEAS/LLN0$Measurement","311","307","313"
"425","11.134366437","ipcas_21:73:20","149","1","7","LIED33CTRL/LLN0$Status","1","1","0"
"426","11.134372130","ipcas_21:73:20","146","1","7","LIED33PROT/LLN0$Alarm","1","",""
"427","11.134829621","ipcas_21:73:20","198","1","7","LIED33MEAS/LLN0$Measurement","312","311","311"
"479","12.164522084","ipcas_21:73:20","149","1","8","LIED33CTRL/LLN0$Status","1","1","0"
"480","12.164528462","ipcas_21:73:20","146","1","8","LIED33PROT/LLN0$Alarm","1","",""
"481","12.164529795","ipcas_21:73:20","198","1","8","LIED33MEAS/LLN0$Measurement","310","314","306"
"532","13.187219533","ipcas_21:73:20","149","1","9","LIED33CTRL/LLN0$Status","1","1","0"
"533","13.187220428","ipcas_21:73:20","146","1","9","LIED33PROT/LLN0$Alarm","1","",""
"534","13.187221284","ipcas_21:73:20","198","1","9","LIED33MEAS/LLN0$Measurement","304","313","306"
"585","14.211439194","ipcas_21:73:20","149","1","10","LIED33CTRL/LLN0$Status","1","1","0"
"586","14.211443762","ipcas_21:73:20","146","1","10","LIED33PROT/LLN0$Alarm","1","",""
"587","14.211444143","ipcas_21:73:20","198","1","10","LIED33MEAS/LLN0$Measurement","330","326","325"
"638","15.230821677","ipcas_21:73:20","149","1","11","LIED33CTRL/LLN0$Status","1","1","0"
"639","15.230927113","ipcas_21:73:20","146","1","11","LIED33PROT/LLN0$Alarm","1","",""
"640","15.231201556","ipcas_21:73:20","198","1","11","LIED33MEAS/LLN0$Measurement","329","331","329"
"693","16.266190167","ipcas_21:73:20","149","1","12","LIED33CTRL/LLN0$Status","1","1","0"
"694","16.266191032","ipcas_21:73:20","146","1","12","LIED33PROT/LLN0$Alarm","1","",""
"695","16.266192037","ipcas_21:73:20","198","1","12","LIED33MEAS/LLN0$Measurement","330","330","329"
"747","17.280477926","ipcas_21:73:20","149","1","13","LIED33CTRL/LLN0$Status","1","1","0"
"748","17.280478721","ipcas_21:73:20","146","1","13","LIED33PROT/LLN0$Alarm","1","",""
"749","17.280479663","ipcas_21:73:20","198","1","13","LIED33MEAS/LLN0$Measurement","330","330","331"
"801","18.347799443","ipcas_21:73:20","149","1","14","LIED33CTRL/LLN0$Status","1","1","0"
"802","18.347805998","ipcas_21:73:20","146","1","14","LIED33PROT/LLN0$Alarm","1","",""
"803","18.347807494","ipcas_21:73:20","198","1","14","LIED33MEAS/LLN0$Measurement","325","330","332"
"854","19.373890648","ipcas_21:73:20","149","2","0","LIED33CTRL/LLN0$Status","0","1","0"
"855","19.373897306","ipcas_21:73:20","146","2","0","LIED33PROT/LLN0$Alarm","1","",""
"856","19.373898225","ipcas_21:73:20","188","2","0","LIED33MEAS/LLN0$Measurement","0","0","0"
"908","20.442530582","ipcas_21:73:20","149","2","1","LIED33CTRL/LLN0$Status","0","1","0"
"909","20.442678043","ipcas_21:73:20","146","2","1","LIED33PROT/LLN0$Alarm","1","",""
"910","20.442750692","ipcas_21:73:20","188","2","1","LIED33MEAS/LLN0$Measurement","0","0","0"
"978","21.462433572","ipcas_21:73:20","149","2","2","LIED33CTRL/LLN0$Status","0","1","0"
"979","21.462434959","ipcas_21:73:20","146","2","2","LIED33PROT/LLN0$Alarm","1","",""
"980","21.462435764","ipcas_21:73:20","188","2","2","LIED33MEAS/LLN0$Measurement","0","0","0"
"1032","22.485173617","ipcas_21:73:20","149","2","3","LIED33CTRL/LLN0$Status","0","1","0"
"1033","22.485178826","ipcas_21:73:20","146","2","3","LIED33PROT/LLN0$Alarm","1","",""
"1034","22.485955246","ipcas_21:73:20","188","2","3","LIED33MEAS/LLN0$Measurement","0","0","0"
"1085","23.509250343","ipcas_21:73:20","149","2","4","LIED33CTRL/LLN0$Status","0","1","0"
"1086","23.509251139","ipcas_21:73:20","146","2","4","LIED33PROT/LLN0$Alarm","1","",""
"1087","23.509251927","ipcas_21:73:20","188","2","4","LIED33MEAS/LLN0$Measurement","0","0","0"
