Source,Length,stNum,sqNum,Data,goID,heartbeat,dif_stNum,dif_sqNum,Circuit breaker Open/Close Status,I-high VT,I-high VT- Tran,I-low VT- Tran,I-amongst-feeders,Label
ipcas_21:73:19,149,1,10,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.046683087,0.0,1.0,1,6000.0,0.0,0.0,0.0,Fault
ipcas_21:73:19,146,1,10,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0469687929999996,0.0,1.0,1,6000.0,0.0,0.0,0.0,Fault
ipcas_21:73:19,198,1,10,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.047383525999999,0.0,1.0,1,6000.0,0.0,0.0,0.0,Fault
ipcas_21:73:19,149,1,11,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0561294750000005,0.0,1.0,1,0.0,0.0,0.0,308.6666666666667,Fault
ipcas_21:73:19,146,1,11,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0558359520000007,0.0,1.0,1,0.0,0.0,0.0,308.6666666666667,Fault
ipcas_21:73:19,198,1,11,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.0553946830000012,0.0,1.0,1,0.0,0.0,0.0,308.6666666666667,Fault
ipcas_21:73:19,149,1,12,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,0.9919327409999994,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,146,1,12,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,0.9919326159999997,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,198,1,12,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,0.9919324029999999,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,149,1,13,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0136227570000003,0.0,1.0,1,0.0,0.0,0.0,308.0,Fault
ipcas_21:73:19,146,1,13,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0136227780000002,0.0,1.0,1,0.0,0.0,0.0,308.0,Fault
ipcas_21:73:19,198,1,13,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.0136230709999996,0.0,1.0,1,0.0,0.0,0.0,308.0,Fault
ipcas_21:73:19,149,1,14,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0435817170000004,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,146,1,14,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.043581757,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,198,1,14,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.0435815049999988,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,149,1,15,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0048052290000005,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,146,1,15,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0048113059999988,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,198,1,15,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.0048117320000003,0.0,1.0,1,0.0,0.0,0.0,309.0,Fault
ipcas_21:73:19,149,1,16,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0297883829999996,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,146,1,16,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0297823060000013,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,198,1,16,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.029781873000001,0.0,1.0,1,0.0,0.0,0.0,309.3333333333333,Fault
ipcas_21:73:19,149,1,17,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0224768669999982,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:19,146,1,17,"boolean,integer,boolean,boolean,boolean",LIED41PROT/LLN0$Alarm,1.0224826559999975,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:19,198,1,17,"integer,integer,integer,integer,integer,integer,integer,integer,floating-point,floating-point",LIED41MEAS/LLN0$Measurement,1.022482857,0.0,1.0,1,0.0,0.0,0.0,309.6666666666667,Fault
ipcas_21:73:19,149,1,18,"integer,integer,integer,integer,boolean",LIED41CTRL/LLN0$Status,1.0377519030000002,0.0,1.0,1,0.0,0.0,0.0,311.3333333333333,Fault
