Source,Length,stNum,sqNum,goID,heartbeat,dif_stNum,dif_sqNum,Circuit breaker Open/Close Status,I-high VT,I-high VT- Tran,I-low VT- Tran,I-amongst-feeders,Label
ipcas_21:73:33,142,0,0,LIED12CTRL/LLN0$Status,0.002723396298459692,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,1,LIED12CTRL/LLN0$Status,0.0025051289999993287,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,2,LIED12CTRL/LLN0$Status,0.002524586999996359,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,3,LIED12CTRL/LLN0$Status,0.0024511530000026482,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,4,LIED12CTRL/LLN0$Status,0.002521409999999946,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,5,LIED12CTRL/LLN0$Status,0.0024981369999963476,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,6,LIED12CTRL/LLN0$Status,0.002253029999998546,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,7,LIED12CTRL/LLN0$Status,0.0027764680000004205,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,8,LIED12CTRL/LLN0$Status,0.002505614000000378,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,9,LIED12CTRL/LLN0$Status,0.002474296999999126,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,10,LIED12CTRL/LLN0$Status,0.0025414320000010093,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
ipcas_21:73:33,142,0,11,LIED12CTRL/LLN0$Status,0.0027018430000040894,0.0,1.0,1,312.0,177.7222222222222,931.6666666666666,308.3333333333333,DoS
