"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"7861","54.707089576","ipcas_21:73:33","149","1","50","LIED10CTRL/LLN0$Status","1","1","0"
"7862","54.707184295","ipcas_21:73:33","146","1","50","LIED10PROT/LLN0$Alarm","1","",""
"7863","54.707316846","ipcas_21:73:33","203","1","50","LIED10MEAS/LLN0$Measurement","310","309","312"
"7864","54.711440088","ipcas_21:73:33","142","0","0","LIED12CTRL/LLN0$Status","1234","5678",""
"7865","54.713945217","ipcas_21:73:33","142","0","1","LIED12CTRL/LLN0$Status","1234","5678",""
"7866","54.716469804","ipcas_21:73:33","142","0","2","LIED12CTRL/LLN0$Status","1234","5678",""
"7870","54.718920957","ipcas_21:73:33","142","0","3","LIED12CTRL/LLN0$Status","1234","5678",""
"7871","54.721442367","ipcas_21:73:33","142","0","4","LIED12CTRL/LLN0$Status","1234","5678",""
"7872","54.723940504","ipcas_21:73:33","142","0","5","LIED12CTRL/LLN0$Status","1234","5678",""
"7876","54.726193534","ipcas_21:73:33","142","0","6","LIED12CTRL/LLN0$Status","1234","5678",""
"7877","54.728970002","ipcas_21:73:33","142","0","7","LIED12CTRL/LLN0$Status","1234","5678",""
"7878","54.731475616","ipcas_21:73:33","142","0","8","LIED12CTRL/LLN0$Status","1234","5678",""
"7879","54.733949913","ipcas_21:73:33","142","0","9","LIED12CTRL/LLN0$Status","1234","5678",""
"7883","54.736491345","ipcas_21:73:33","142","0","10","LIED12CTRL/LLN0$Status","1234","5678",""
"7887","54.739193188","ipcas_21:73:33","142","0","11","LIED12CTRL/LLN0$Status","1234","5678",""
"7888","54.741589400","ipcas_21:73:33","142","0","12","LIED12CTRL/LLN0$Status","1234","5678",""
"7892","54.744008780","ipcas_21:73:33","142","0","13","LIED12CTRL/LLN0$Status","1234","5678",""
"7893","54.746492618","ipcas_21:73:33","142","0","14","LIED12CTRL/LLN0$Status","1234","5678",""
"7897","54.749079182","ipcas_21:73:33","142","0","15","LIED12CTRL/LLN0$Status","1234","5678",""
"7901","54.751646563","ipcas_21:73:33","142","0","16","LIED12CTRL/LLN0$Status","1234","5678",""
"7905","54.755375686","ipcas_21:73:33","142","0","17","LIED12CTRL/LLN0$Status","1234","5678",""
"7909","54.759326413","ipcas_21:73:33","142","0","18","LIED12CTRL/LLN0$Status","1234","5678",""
"7910","54.762090265","ipcas_21:73:33","142","0","19","LIED12CTRL/LLN0$Status","1234","5678",""
"7911","54.765377299","ipcas_21:73:33","142","0","20","LIED12CTRL/LLN0$Status","1234","5678",""
"7912","54.769073998","ipcas_21:73:33","142","0","21","LIED12CTRL/LLN0$Status","1234","5678",""
"7913","54.771615742","ipcas_21:73:33","142","0","22","LIED12CTRL/LLN0$Status","1234","5678",""
"7914","54.775642101","ipcas_21:73:33","142","0","23","LIED12CTRL/LLN0$Status","1234","5678",""
"7915","54.778168737","ipcas_21:73:33","142","0","24","LIED12CTRL/LLN0$Status","1234","5678",""
"7916","54.780302835","ipcas_21:73:33","142","0","25","LIED12CTRL/LLN0$Status","1234","5678",""
"7917","54.782772826","ipcas_21:73:33","142","0","26","LIED12CTRL/LLN0$Status","1234","5678",""
"7918","54.785552776","ipcas_21:73:33","142","0","27","LIED12CTRL/LLN0$Status","1234","5678",""
"7919","54.787763274","ipcas_21:73:33","142","0","28","LIED12CTRL/LLN0$Status","1234","5678",""
"7920","54.790398605","ipcas_21:73:33","142","0","29","LIED12CTRL/LLN0$Status","1234","5678",""
"7921","54.792899562","ipcas_21:73:33","142","0","30","LIED12CTRL/LLN0$Status","1234","5678",""
"7922","54.796620223","ipcas_21:73:33","142","0","31","LIED12CTRL/LLN0$Status","1234","5678",""
"7923","54.800281048","ipcas_21:73:33","142","0","32","LIED12CTRL/LLN0$Status","1234","5678",""
"7924","54.803380449","ipcas_21:73:33","142","0","33","LIED12CTRL/LLN0$Status","1234","5678",""
"7925","54.805473897","ipcas_21:73:33","142","0","34","LIED12CTRL/LLN0$Status","1234","5678",""
"7926","54.807839273","ipcas_21:73:33","142","0","35","LIED12CTRL/LLN0$Status","1234","5678",""
"7927","54.810700097","ipcas_21:73:33","142","0","36","LIED12CTRL/LLN0$Status","1234","5678",""
"7928","54.813246772","ipcas_21:73:33","142","0","37","LIED12CTRL/LLN0$Status","1234","5678",""
"7929","54.816869788","ipcas_21:73:33","142","0","38","LIED12CTRL/LLN0$Status","1234","5678",""
"7930","54.820793660","ipcas_21:73:33","142","0","39","LIED12CTRL/LLN0$Status","1234","5678",""
"7931","54.822937740","ipcas_21:73:33","142","0","40","LIED12CTRL/LLN0$Status","1234","5678",""
"7932","54.825640778","ipcas_21:73:33","142","0","41","LIED12CTRL/LLN0$Status","1234","5678",""
"7933","54.827918405","ipcas_21:73:33","142","0","42","LIED12CTRL/LLN0$Status","1234","5678",""
"7934","54.830640377","ipcas_21:73:33","142","0","43","LIED12CTRL/LLN0$Status","1234","5678",""
"7935","54.833175116","ipcas_21:73:33","142","0","44","LIED12CTRL/LLN0$Status","1234","5678",""
"7936","54.835597661","ipcas_21:73:33","142","0","45","LIED12CTRL/LLN0$Status","1234","5678",""
"7937","54.838105922","ipcas_21:73:33","142","0","46","LIED12CTRL/LLN0$Status","1234","5678",""
"7938","54.840399277","ipcas_21:73:33","142","0","47","LIED12CTRL/LLN0$Status","1234","5678",""
"7939","54.843415935","ipcas_21:73:33","142","0","48","LIED12CTRL/LLN0$Status","1234","5678",""
"7940","54.845548068","ipcas_21:73:33","142","0","49","LIED12CTRL/LLN0$Status","1234","5678",""
"7941","54.848113923","ipcas_21:73:33","142","0","50","LIED12CTRL/LLN0$Status","1234","5678",""
"7942","54.850415140","ipcas_21:73:33","142","0","51","LIED12CTRL/LLN0$Status","1234","5678",""
"7943","54.852942692","ipcas_21:73:33","142","0","52","LIED12CTRL/LLN0$Status","1234","5678",""
"7944","54.855428179","ipcas_21:73:33","142","0","53","LIED12CTRL/LLN0$Status","1234","5678",""
"7945","54.857930907","ipcas_21:73:33","142","0","54","LIED12CTRL/LLN0$Status","1234","5678",""
"7946","54.860641496","ipcas_21:73:33","142","0","55","LIED12CTRL/LLN0$Status","1234","5678",""
"7947","54.863083930","ipcas_21:73:33","142","0","56","LIED12CTRL/LLN0$Status","1234","5678",""
"7948","54.865541754","ipcas_21:73:33","142","0","57","LIED12CTRL/LLN0$Status","1234","5678",""
"7949","54.868039477","ipcas_21:73:33","142","0","58","LIED12CTRL/LLN0$Status","1234","5678",""
"7950","54.870457462","ipcas_21:73:33","142","0","59","LIED12CTRL/LLN0$Status","1234","5678",""
"7951","54.872869453","ipcas_21:73:33","142","0","60","LIED12CTRL/LLN0$Status","1234","5678",""
"7952","54.876619799","ipcas_21:73:33","142","0","61","LIED12CTRL/LLN0$Status","1234","5678",""
"7953","54.880371619","ipcas_21:73:33","142","0","62","LIED12CTRL/LLN0$Status","1234","5678",""
"7954","54.884120285","ipcas_21:73:33","142","0","63","LIED12CTRL/LLN0$Status","1234","5678",""
"7955","54.887873775","ipcas_21:73:33","142","0","64","LIED12CTRL/LLN0$Status","1234","5678",""
"7956","54.891623710","ipcas_21:73:33","142","0","65","LIED12CTRL/LLN0$Status","1234","5678",""
"7957","54.895390357","ipcas_21:73:33","142","0","66","LIED12CTRL/LLN0$Status","1234","5678",""
"7958","54.897871034","ipcas_21:73:33","142","0","67","LIED12CTRL/LLN0$Status","1234","5678",""
"7959","54.901624240","ipcas_21:73:33","142","0","68","LIED12CTRL/LLN0$Status","1234","5678",""
"7960","54.905612390","ipcas_21:73:33","142","0","69","LIED12CTRL/LLN0$Status","1234","5678",""
"7961","54.908120069","ipcas_21:73:33","142","0","70","LIED12CTRL/LLN0$Status","1234","5678",""
"7962","54.910616773","ipcas_21:73:33","142","0","71","LIED12CTRL/LLN0$Status","1234","5678",""
"7963","54.912915579","ipcas_21:73:33","142","0","72","LIED12CTRL/LLN0$Status","1234","5678",""
"7964","54.915443358","ipcas_21:73:33","142","0","73","LIED12CTRL/LLN0$Status","1234","5678",""
"7965","54.917933624","ipcas_21:73:33","142","0","74","LIED12CTRL/LLN0$Status","1234","5678",""
"7966","54.920435717","ipcas_21:73:33","142","0","75","LIED12CTRL/LLN0$Status","1234","5678",""
"7967","54.922937322","ipcas_21:73:33","142","0","76","LIED12CTRL/LLN0$Status","1234","5678",""
"7968","54.925437317","ipcas_21:73:33","142","0","77","LIED12CTRL/LLN0$Status","1234","5678",""
"7969","54.928128853","ipcas_21:73:33","142","0","78","LIED12CTRL/LLN0$Status","1234","5678",""
"7970","54.930436293","ipcas_21:73:33","142","0","79","LIED12CTRL/LLN0$Status","1234","5678",""
"7971","54.932935209","ipcas_21:73:33","142","0","80","LIED12CTRL/LLN0$Status","1234","5678",""
"7972","54.935632784","ipcas_21:73:33","142","0","81","LIED12CTRL/LLN0$Status","1234","5678",""
"7973","54.939987117","ipcas_21:73:33","142","0","82","LIED12CTRL/LLN0$Status","1234","5678",""
"7974","54.943195859","ipcas_21:73:33","142","0","83","LIED12CTRL/LLN0$Status","1234","5678",""
"7975","54.945688291","ipcas_21:73:33","142","0","84","LIED12CTRL/LLN0$Status","1234","5678",""
"7976","54.949475492","ipcas_21:73:33","142","0","85","LIED12CTRL/LLN0$Status","1234","5678",""
"7977","54.953170213","ipcas_21:73:33","142","0","86","LIED12CTRL/LLN0$Status","1234","5678",""
"7978","54.956919270","ipcas_21:73:33","142","0","87","LIED12CTRL/LLN0$Status","1234","5678",""
"7979","54.960703971","ipcas_21:73:33","142","0","88","LIED12CTRL/LLN0$Status","1234","5678",""
"7980","54.964381385","ipcas_21:73:33","142","0","89","LIED12CTRL/LLN0$Status","1234","5678",""
"7981","54.966749478","ipcas_21:73:33","142","0","90","LIED12CTRL/LLN0$Status","1234","5678",""
"7982","54.969428524","ipcas_21:73:33","142","0","91","LIED12CTRL/LLN0$Status","1234","5678",""
"7983","54.972010679","ipcas_21:73:33","142","0","92","LIED12CTRL/LLN0$Status","1234","5678",""
"7984","54.975718276","ipcas_21:73:33","142","0","93","LIED12CTRL/LLN0$Status","1234","5678",""
"7985","54.979509009","ipcas_21:73:33","142","0","94","LIED12CTRL/LLN0$Status","1234","5678",""
"7986","54.981940198","ipcas_21:73:33","142","0","95","LIED12CTRL/LLN0$Status","1234","5678",""
"7987","54.984525591","ipcas_21:73:33","142","0","96","LIED12CTRL/LLN0$Status","1234","5678",""
"7988","54.986957388","ipcas_21:73:33","142","0","97","LIED12CTRL/LLN0$Status","1234","5678",""
"7989","54.989470650","ipcas_21:73:33","142","0","98","LIED12CTRL/LLN0$Status","1234","5678",""
"7990","54.992000053","ipcas_21:73:33","142","0","99","LIED12CTRL/LLN0$Status","1234","5678",""
"7991","54.995688255","ipcas_21:73:33","142","0","100","LIED12CTRL/LLN0$Status","1234","5678",""
"7992","54.997965802","ipcas_21:73:33","142","0","101","LIED12CTRL/LLN0$Status","1234","5678",""
"7993","55.000367833","ipcas_21:73:33","142","0","102","LIED12CTRL/LLN0$Status","1234","5678",""
"7994","55.004455854","ipcas_21:73:33","142","0","103","LIED12CTRL/LLN0$Status","1234","5678",""
"7995","55.006931608","ipcas_21:73:33","142","0","104","LIED12CTRL/LLN0$Status","1234","5678",""
"7996","55.009428464","ipcas_21:73:33","142","0","105","LIED12CTRL/LLN0$Status","1234","5678",""
"7997","55.013205142","ipcas_21:73:33","142","0","106","LIED12CTRL/LLN0$Status","1234","5678",""
"7998","55.015724825","ipcas_21:73:33","142","0","107","LIED12CTRL/LLN0$Status","1234","5678",""
"7999","55.018201851","ipcas_21:73:33","142","0","108","LIED12CTRL/LLN0$Status","1234","5678",""
"8000","55.022556359","ipcas_21:73:33","142","0","109","LIED12CTRL/LLN0$Status","1234","5678",""
"8001","55.024095889","ipcas_21:73:33","142","0","110","LIED12CTRL/LLN0$Status","1234","5678",""
"8002","55.027846850","ipcas_21:73:33","142","0","111","LIED12CTRL/LLN0$Status","1234","5678",""
"8003","55.031924788","ipcas_21:73:33","142","0","112","LIED12CTRL/LLN0$Status","1234","5678",""
"8004","55.035656983","ipcas_21:73:33","142","0","113","LIED12CTRL/LLN0$Status","1234","5678",""
"8005","55.039427250","ipcas_21:73:33","142","0","114","LIED12CTRL/LLN0$Status","1234","5678",""
"8006","55.041715032","ipcas_21:73:33","142","0","115","LIED12CTRL/LLN0$Status","1234","5678",""
