Epoch,Train_loss,Validation_loss
1,6.2726124882698056,2.8326504081487656
2,2.2727658714566914,5.957550256513059
3,1.5888824495734,13.839791035279632
4,1.0989986888608154,19.203837788081728
5,0.8658801067848595,17.6597522883676
6,0.680655336440826,21.007385679287836
7,0.5730953540424911,15.673103053006344
8,0.5039220395745063,14.583310632733628
9,0.46690220653402564,13.78137595221051
10,0.4157165993841327,11.635291248501744
11,0.38791064842014894,11.541481112071779
12,0.39606293424659844,12.22666546079563
13,0.3941806933405448,11.47898089402588
14,0.36190473145368146,11.167008192991489
15,0.3486456528001902,10.811373329095659
16,0.34821790727425594,11.715982517212979
17,0.34887657661219035,15.465851399902022
18,0.3324811422095007,8.05323163101275
19,0.3572143062645075,14.872848483268172
20,0.3586990029532082,11.629924164502881
21,0.3321382622937767,13.841207436249533
22,0.31080046220093355,14.434501160292712
23,0.326341244319872,14.950140450200706
24,0.3187963903862603,17.10474792959576
25,0.30575758994233854,19.659127042919863
26,0.3018668322995001,19.13031052822771
27,0.2984685792302599,19.170292275037355
28,0.2958371927239457,19.05067255647009
29,0.28498104349995146,18.90409031623858
30,0.2862224041199198,18.730583567867143
31,0.29764665742309726,18.685746853829187
32,0.2733238947330689,18.49863794128396
33,0.29146432540550526,18.342309274310537
34,0.28389054147564635,18.28245112161676
35,0.30267236181059665,18.30992376658105
36,0.2833226982428103,18.169807814214437
37,0.2939642718251871,18.114636441052426
38,0.2873555190709172,18.093956546566915
39,0.2976972747213986,17.895580116062774
40,0.2768954221691404,17.69726951361372
41,0.2947254857238458,17.61346322987083
42,0.27808078992731716,17.5409632698138
43,0.2835044386131423,17.480548284307588
44,0.2954382012541197,17.566743327941367
45,0.29053507565843817,17.483773135631054
46,0.2858788102409061,17.480462020906998
47,0.27878793587490003,17.419144598097773
48,0.2834009400435856,17.34337022624095
49,0.28752230165564285,17.222066443595395
50,0.29366031456358577,17.36831443374831
51,0.27566431365451033,17.29765292747834
52,0.2773924103348839,17.22011335326897
53,0.2907439790818156,17.3182413187169
54,0.274363159859667,17.275752340905456
55,0.2754775651559538,17.29060864332132
56,0.28879669006077613,17.418301446334226
57,0.29068097677461957,17.420927451199532
58,0.2872147117798426,17.297125398345088
59,0.28600614742965114,17.258565102256398
60,0.28459770016524255,17.346184374524455
61,0.2798464631243628,17.3749054958098
62,0.28464143817522086,17.507340976429987
63,0.2911195727179245,17.422586120192136
64,0.2883495247941844,17.319035809850902
65,0.2769180119645839,17.334463469462207
66,0.2811630240660541,17.472193605241046
67,0.29076867596227296,17.624500764592085
68,0.2803399017574836,17.458742611321213
69,0.27645988170893826,17.57057860189161
70,0.281938473424133,17.60736117325723
71,0.3023031377366611,17.784194933683466
72,0.2853787246407295,17.603726056069718
73,0.2800105619491363,17.547572630501236
74,0.2861512791289359,17.454945931065595
75,0.2831226324852632,17.603642192356347
76,0.2865098128817519,17.36316479182642
77,0.28826360118632416,17.61298245134458
78,0.284644535609654,17.5329641564349
79,0.2933442000831876,17.63275922705725
80,0.2826297052052556,17.574198448928655
81,0.2809175584693344,17.691664346588368
82,0.2722003865911036,17.785914419524488
83,0.2790356436250161,17.668356044698157
84,0.2910220541972287,17.724146632630436
85,0.28858744579614426,17.805855902108306
86,0.29392366038293255,17.716052209772897
87,0.2785249785805235,17.75910769758775
88,0.27977671194441467,17.73709082635105
89,0.29072136632641965,17.73515552963363
90,0.27895008430493123,17.632163290298195
91,0.29176468773155795,17.592336563371646
92,0.2851149171590805,17.830746165716846
93,0.2742241759081276,17.62552964144561
94,0.28503218591213225,17.76748697164294
95,0.2880578871588318,17.776183385831246
96,0.2771517671948793,17.90146666167857
97,0.27015024241136043,17.94412808544803
98,0.28070826671865523,17.836914242700004
99,0.2793570858179307,17.967038920167397
100,0.2890558441378632,17.76340511276794
