Epoch,Train_loss,Validation_loss
1,4.446177323659261,23.31238555908203
2,4.442441542943318,21.463205337524414
3,4.315368096033732,27.331615447998047
4,4.373064597447713,40.96361541748047
5,4.134656349817912,44.30973434448242
6,4.131839911142985,44.11970901489258
7,4.051433126131694,40.97911834716797
8,4.322945912679036,34.67329025268555
9,4.152590195337932,34.65860366821289
10,4.129094839096069,40.33052062988281
11,3.9749866724014282,54.754859924316406
12,4.112006783485413,44.667640686035156
13,4.092466672261556,46.87968826293945
14,4.036224166552226,40.404727935791016
15,3.9972875912984214,29.32822608947754
16,4.06617538134257,32.89623260498047
17,3.9323843320210776,51.51494598388672
18,3.8501651287078857,37.6256103515625
19,3.8949582974116006,26.64640235900879
20,4.084874590237935,36.330780029296875
21,4.046569188435872,41.1606559753418
22,3.865519324938456,48.97629928588867
23,3.9671749273935952,48.9234733581543
24,3.9147703647613525,42.98096466064453
25,3.9817780256271362,49.29391098022461
26,3.846245527267456,36.9793586730957
27,3.976871887842814,38.464595794677734
28,3.9007421334584556,42.66960906982422
29,3.885231375694275,37.679603576660156
30,3.912277340888977,34.3754997253418
31,3.922557791074117,36.961605072021484
32,3.986029028892517,34.849430084228516
33,3.77522603670756,43.03776931762695
34,3.9460065762201944,34.25933074951172
35,3.8614337841669717,36.9282112121582
36,3.9660136699676514,35.55570602416992
37,4.024450937906901,58.832645416259766
38,3.9162917137145996,30.242788314819336
39,3.9960665305455527,29.631731033325195
40,3.9215476512908936,40.963069915771484
41,4.0316236813863116,43.195899963378906
42,4.003934661547343,30.56264877319336
43,3.8637402455012,32.560977935791016
44,4.0583705107371015,41.81300354003906
45,4.000250140825908,40.440879821777344
46,3.8520795901616416,32.3931770324707
47,3.9594656229019165,27.82594108581543
48,3.8910908699035645,27.565818786621094
49,3.866409659385681,33.80967330932617
50,4.026621182759603,30.364749908447266
51,4.064374605814616,34.80200958251953
52,3.9632225831349692,30.38542366027832
53,3.9137159983317056,30.641014099121094
54,3.835945645968119,30.002758026123047
55,3.9345716635386148,32.3460693359375
56,3.855639417966207,42.528568267822266
57,3.76435923576355,37.5575065612793
58,4.048723498980205,34.342491149902344
59,3.9876387119293213,38.437286376953125
60,4.038047830263774,32.60939407348633
61,3.9046266078948975,33.4078483581543
62,3.976166009902954,33.533966064453125
63,3.8441843589146933,41.52397537231445
64,3.9161303440729776,51.85332489013672
65,3.8096576929092407,39.40687561035156
66,3.7655508120854697,38.59341812133789
67,3.918252189954122,37.744415283203125
68,3.868519345919291,31.386735916137695
69,3.9817400773366294,31.19965934753418
70,3.954653342564901,38.81283950805664
71,3.8847234646479287,39.210994720458984
72,3.933860103289286,36.51485061645508
73,3.9982422590255737,32.75395202636719
74,3.9631654421488443,36.35519790649414
75,3.7963911294937134,43.09042739868164
76,3.9042532444000244,46.11721420288086
77,4.014012177785237,38.336666107177734
78,3.7818795442581177,35.13538360595703
79,3.928061842918396,31.723846435546875
80,3.9350704352060952,34.6882438659668
81,4.004350543022156,41.07030487060547
82,3.8740419149398804,39.750999450683594
83,3.961152195930481,38.172080993652344
84,3.884211301803589,41.31605529785156
85,3.8787858883539834,35.32698440551758
86,3.74931005636851,29.485322952270508
87,3.8801685174306235,25.029172897338867
88,3.803831617037455,24.072032928466797
89,4.021595557530721,22.282682418823242
90,3.983897089958191,26.98768424987793
91,3.8261464834213257,33.45793151855469
92,3.947395404179891,41.28595733642578
93,3.95093834400177,37.80733871459961
94,3.78746235370636,33.98674392700195
95,3.8008059660593667,38.54292297363281
96,3.8733500242233276,40.04056930541992
97,3.866641362508138,34.86387252807617
98,3.922131379445394,28.383716583251953
99,3.8310091495513916,34.986175537109375
100,3.718315601348877,46.479087829589844
101,3.8576693137486777,54.83168029785156
