Train_loss,Validation_loss
4.495285431543986,23.640846252441406
4.482476393381755,24.258298873901367
4.343690077463786,32.06007766723633
4.383465766906738,43.16419982910156
4.151044209798177,39.631771087646484
4.133496920267741,35.439395904541016
4.0644214153289795,33.990325927734375
4.307231426239014,39.49797058105469
4.139615694681804,46.09425354003906
4.145250240961711,39.576019287109375
4.029423077901204,47.097930908203125
4.082114378611247,53.39324951171875
4.080231428146362,51.45931625366211
4.058954079945882,41.37673568725586
4.0253755648930865,30.288331985473633
4.083289623260498,35.095123291015625
4.000345865885417,57.45144271850586
3.854357043902079,41.87216567993164
3.891477942466736,37.843997955322266
4.105640252431233,38.50301742553711
4.058069268862407,40.47532653808594
3.9122301737467446,45.79375457763672
3.921198089917501,53.51076889038086
3.924460768699646,48.33100891113281
4.01260523001353,50.84989929199219
3.877650181452433,47.3414192199707
3.9467612902323403,46.43256378173828
3.901278773943583,49.16960525512695
3.8953716357549033,37.737640380859375
3.9255643685658774,40.57868957519531
3.9293925364812217,46.04917907714844
3.947200576464335,49.409751892089844
3.7472853660583496,52.257423400878906
3.949689825375875,50.04534149169922
3.8437644243240356,50.28975296020508
3.9586573441823325,49.013484954833984
3.9698735078175864,51.323455810546875
3.869476238886515,53.19941711425781
4.005704879760742,51.46923065185547
3.93219788869222,47.70816421508789
4.002568324406941,45.15806198120117
3.9838011662165322,40.88520431518555
3.8718976974487305,49.43761444091797
4.092258175214131,52.305824279785156
3.9524674812952676,48.666168212890625
3.88916806379954,42.12328338623047
3.9298242330551147,41.60366439819336
3.8690276543299356,45.052303314208984
3.8569819927215576,49.67778778076172
4.010846257209778,50.28300857543945
4.021297256151835,54.131656646728516
3.924447933832804,55.2921028137207
3.9421080350875854,52.728328704833984
3.8032507499059043,46.81245803833008
3.9093532959620156,43.45647430419922
3.888556718826294,47.589237213134766
3.761849562327067,51.18206024169922
3.9886019229888916,49.78438186645508
3.9215898911158242,50.48551559448242
3.9451591968536377,51.694942474365234
3.82994536558787,52.813568115234375
3.9522085984547934,57.52653503417969
3.9035919109980264,57.07077407836914
3.955920179684957,55.75523376464844
3.8672604163487754,51.0839729309082
3.7452051639556885,49.85963439941406
3.883556604385376,49.53271484375
3.8178142309188843,49.53569412231445
3.9802367289861045,49.07999038696289
3.9186153411865234,49.59492874145508
3.8459079265594482,49.29573440551758
3.9013956785202026,50.855472564697266
3.9753485123316445,50.877540588378906
3.9240872859954834,51.145301818847656
3.869043151537577,50.782379150390625
3.860732356707255,50.332786560058594
4.011250178019206,48.864288330078125
3.81251327196757,47.36513900756836
3.9469774961471558,45.33388900756836
3.968399405479431,44.51467514038086
3.9975709120432534,44.96542739868164
3.8881787856419883,46.268394470214844
3.9409509102503457,47.09831619262695
3.922637701034546,48.476558685302734
3.9136283795038858,49.12904739379883
3.702606439590454,49.37059783935547
3.8352530797322593,49.70540237426758
3.825483242670695,49.24311828613281
3.9954474369684854,48.39567947387695
3.936740239461263,47.50634765625
3.901353200276693,47.275726318359375
3.989256739616394,47.31403350830078
4.009024540583293,47.49502182006836
3.8615121444066367,47.47129821777344
3.8060580094655356,47.506080627441406
3.9249120950698853,47.54541778564453
3.888850212097168,47.60309982299805
3.983397364616394,47.737300872802734
3.8653261264165244,47.897884368896484
3.7951395908991494,47.99300765991211
