"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"52","3.839657367","ipcas_21:73:17","149","1","0","LIED43CTRL/LLN0$Status","1","1","0"
"53","3.839658059","ipcas_21:73:17","146","1","0","LIED43PROT/LLN0$Alarm","1","",""
"54","3.839658926","ipcas_21:73:17","198","1","0","LIED43MEAS/LLN0$Measurement","311","308","307"
"107","4.864774575","ipcas_21:73:17","149","1","1","LIED43CTRL/LLN0$Status","1","1","0"
"108","4.864781598","ipcas_21:73:17","146","1","1","LIED43PROT/LLN0$Alarm","1","",""
"109","4.864782888","ipcas_21:73:17","198","1","1","LIED43MEAS/LLN0$Measurement","314","311","305"
"160","5.958334844","ipcas_21:73:17","149","1","2","LIED43CTRL/LLN0$Status","1","1","0"
"161","5.958340837","ipcas_21:73:17","146","1","2","LIED43PROT/LLN0$Alarm","1","",""
"162","5.958341768","ipcas_21:73:17","198","1","2","LIED43MEAS/LLN0$Measurement","304","309","307"
"215","6.982599967","ipcas_21:73:17","149","1","3","LIED43CTRL/LLN0$Status","1","1","0"
"216","6.982604216","ipcas_21:73:17","146","1","3","LIED43PROT/LLN0$Alarm","1","",""
"217","6.982604762","ipcas_21:73:17","198","1","3","LIED43MEAS/LLN0$Measurement","306","309","306"
"271","8.058513585","ipcas_21:73:17","149","1","4","LIED43CTRL/LLN0$Status","1","1","0"
"272","8.059236897","ipcas_21:73:17","146","1","4","LIED43PROT/LLN0$Alarm","1","",""
"273","8.059240181","ipcas_21:73:17","198","1","4","LIED43MEAS/LLN0$Measurement","307","305","314"
"327","9.086806161","ipcas_21:73:17","149","1","5","LIED43CTRL/LLN0$Status","1","1","0"
"328","9.087170246","ipcas_21:73:17","146","1","5","LIED43PROT/LLN0$Alarm","1","",""
"329","9.087245568","ipcas_21:73:17","198","1","5","LIED43MEAS/LLN0$Measurement","306","313","310"
"381","10.116303796","ipcas_21:73:17","149","1","6","LIED43CTRL/LLN0$Status","1","1","0"
"382","10.116304615","ipcas_21:73:17","146","1","6","LIED43PROT/LLN0$Alarm","1","",""
"383","10.116305610","ipcas_21:73:17","198","1","6","LIED43MEAS/LLN0$Measurement","311","307","313"
"434","11.144834863","ipcas_21:73:17","149","1","7","LIED43CTRL/LLN0$Status","1","1","0"
"435","11.145138320","ipcas_21:73:17","146","1","7","LIED43PROT/LLN0$Alarm","1","",""
"436","11.145473870","ipcas_21:73:17","198","1","7","LIED43MEAS/LLN0$Measurement","312","311","311"
"488","12.172770108","ipcas_21:73:17","149","1","8","LIED43CTRL/LLN0$Status","1","1","0"
"489","12.172775266","ipcas_21:73:17","146","1","8","LIED43PROT/LLN0$Alarm","1","",""
"490","12.172775660","ipcas_21:73:17","198","1","8","LIED43MEAS/LLN0$Measurement","310","314","306"
"541","13.194042998","ipcas_21:73:17","149","1","9","LIED43CTRL/LLN0$Status","1","1","0"
"542","13.194046129","ipcas_21:73:17","146","1","9","LIED43PROT/LLN0$Alarm","1","",""
"543","13.194046671","ipcas_21:73:17","198","1","9","LIED43MEAS/LLN0$Measurement","304","313","306"
"594","14.216831834","ipcas_21:73:17","149","1","10","LIED43CTRL/LLN0$Status","1","1","0"
"595","14.216832494","ipcas_21:73:17","146","1","10","LIED43PROT/LLN0$Alarm","1","",""
"596","14.216833309","ipcas_21:73:17","198","1","10","LIED43MEAS/LLN0$Measurement","330","326","325"
"647","15.239804351","ipcas_21:73:17","149","1","11","LIED43CTRL/LLN0$Status","1","1","0"
"648","15.239943082","ipcas_21:73:17","146","1","11","LIED43PROT/LLN0$Alarm","1","",""
"649","15.240114810","ipcas_21:73:17","198","1","11","LIED43MEAS/LLN0$Measurement","329","331","329"
"703","16.266211301","ipcas_21:73:17","149","1","12","LIED43CTRL/LLN0$Status","1","1","0"
"704","16.266212728","ipcas_21:73:17","146","1","12","LIED43PROT/LLN0$Alarm","1","",""
"705","16.266213620","ipcas_21:73:17","198","1","12","LIED43MEAS/LLN0$Measurement","330","330","329"
"756","17.301522132","ipcas_21:73:17","149","1","13","LIED43CTRL/LLN0$Status","1","1","0"
