"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"7","0.014229380","ipcas_21:73:31","149","1","0","LIED12CTRL/LLN0$Status","1","1","0"
"8","0.014348466","ipcas_21:73:31","146","1","0","LIED12PROT/LLN0$Alarm","1","",""
"9","0.014351027","ipcas_21:73:31","203","1","0","LIED12MEAS/LLN0$Measurement","311","307","305"
"60","1.039598027","ipcas_21:73:31","149","1","1","LIED12CTRL/LLN0$Status","1","1","0"
"61","1.039653509","ipcas_21:73:31","146","1","1","LIED12PROT/LLN0$Alarm","1","",""
"62","1.039656354","ipcas_21:73:31","203","1","1","LIED12MEAS/LLN0$Measurement","310","310","313"
"113","2.085010829","ipcas_21:73:31","149","1","2","LIED12CTRL/LLN0$Status","1","1","0"
"114","2.085960367","ipcas_21:73:31","146","1","2","LIED12PROT/LLN0$Alarm","1","",""
"115","2.087602628","ipcas_21:73:31","203","1","2","LIED12MEAS/LLN0$Measurement","308","309","308"
"166","3.146054191","ipcas_21:73:31","149","1","3","LIED12CTRL/LLN0$Status","1","1","0"
"167","3.146055394","ipcas_21:73:31","146","1","3","LIED12PROT/LLN0$Alarm","1","",""
"168","3.146056266","ipcas_21:73:31","203","1","3","LIED12MEAS/LLN0$Measurement","309","306","315"
"219","4.175546287","ipcas_21:73:31","149","1","4","LIED12CTRL/LLN0$Status","1","1","0"
"220","4.175550697","ipcas_21:73:31","146","1","4","LIED12PROT/LLN0$Alarm","1","",""
"221","4.175552016","ipcas_21:73:31","203","1","4","LIED12MEAS/LLN0$Measurement","313","315","310"
"272","5.239005234","ipcas_21:73:31","149","1","5","LIED12CTRL/LLN0$Status","1","1","0"
"273","5.239180035","ipcas_21:73:31","146","1","5","LIED12PROT/LLN0$Alarm","1","",""
"274","5.239183293","ipcas_21:73:31","203","1","5","LIED12MEAS/LLN0$Measurement","315","311","314"
"325","6.299962528","ipcas_21:73:31","149","1","6","LIED12CTRL/LLN0$Status","1","1","0"
"326","6.299964712","ipcas_21:73:31","146","1","6","LIED12PROT/LLN0$Alarm","1","",""
"327","6.299965312","ipcas_21:73:31","203","1","6","LIED12MEAS/LLN0$Measurement","309","314","315"
"378","7.345607099","ipcas_21:73:31","149","1","7","LIED12CTRL/LLN0$Status","1","1","0"
"379","7.346399932","ipcas_21:73:31","146","1","7","LIED12PROT/LLN0$Alarm","1","",""
"380","7.346401837","ipcas_21:73:31","203","1","7","LIED12MEAS/LLN0$Measurement","315","310","307"
"431","8.410412143","ipcas_21:73:31","149","1","8","LIED12CTRL/LLN0$Status","1","1","0"
"432","8.410416977","ipcas_21:73:31","146","1","8","LIED12PROT/LLN0$Alarm","1","",""
"433","8.410418144","ipcas_21:73:31","203","1","8","LIED12MEAS/LLN0$Measurement","312","311","309"
"484","9.452935043","ipcas_21:73:31","149","1","9","LIED12CTRL/LLN0$Status","1","1","0"
"485","9.454004744","ipcas_21:73:31","146","1","9","LIED12PROT/LLN0$Alarm","1","",""
"486","9.454009702","ipcas_21:73:31","203","1","9","LIED12MEAS/LLN0$Measurement","310","305","312"
"538","10.509809474","ipcas_21:73:31","149","1","10","LIED12CTRL/LLN0$Status","1","1","0"
"539","10.509814636","ipcas_21:73:31","146","1","10","LIED12PROT/LLN0$Alarm","1","",""
"540","10.509815565","ipcas_21:73:31","203","1","10","LIED12MEAS/LLN0$Measurement","307","306","310"
"591","11.571044457","ipcas_21:73:31","149","1","11","LIED12CTRL/LLN0$Status","1","1","0"
"592","11.572520158","ipcas_21:73:31","146","1","11","LIED12PROT/LLN0$Alarm","1","",""
"593","11.572596211","ipcas_21:73:31","203","1","11","LIED12MEAS/LLN0$Measurement","305","308","308"
"644","12.628810734","ipcas_21:73:31","149","1","12","LIED12CTRL/LLN0$Status","1","1","0"
"645","12.628812712","ipcas_21:73:31","146","1","12","LIED12PROT/LLN0$Alarm","1","",""
"646","12.628813409","ipcas_21:73:31","203","1","12","LIED12MEAS/LLN0$Measurement","313","312","310"
"697","13.686185520","ipcas_21:73:31","149","1","13","LIED12CTRL/LLN0$Status","1","1","0"
"698","13.686189725","ipcas_21:73:31","146","1","13","LIED12PROT/LLN0$Alarm","1","",""
"699","13.686190636","ipcas_21:73:31","203","1","13","LIED12MEAS/LLN0$Measurement","311","308","309"
"750","14.748156329","ipcas_21:73:31","149","1","14","LIED12CTRL/LLN0$Status","1","1","0"
"751","14.751497187","ipcas_21:73:31","146","1","14","LIED12PROT/LLN0$Alarm","1","",""
"752","14.751505259","ipcas_21:73:31","203","1","14","LIED12MEAS/LLN0$Measurement","312","307","305"
"774","15.500779798","ipcas_21:73:31","149","5","0","LIED12CTRL/LLN0$Status","1","1","0"
"804","15.806709056","ipcas_21:73:31","149","1","15","LIED12CTRL/LLN0$Status","1","1","0"
"805","15.806711536","ipcas_21:73:31","146","1","15","LIED12PROT/LLN0$Alarm","1","",""
"806","15.806711982","ipcas_21:73:31","203","1","15","LIED12MEAS/LLN0$Measurement","313","308","305"
