"No.","Time","Source","Length","stNum","sqNum","goID","integer","integer","integer"
"1","0.000000000","ipcas_21:73:33","149","1","0","LIED10CTRL/LLN0$Status","1","1","0"
"2","0.000010377","ipcas_21:73:33","146","1","0","LIED10PROT/LLN0$Alarm","1","",""
"3","0.001061602","ipcas_21:73:33","203","1","0","LIED10MEAS/LLN0$Measurement","313","308","315"
"54","1.032642567","ipcas_21:73:33","149","1","1","LIED10CTRL/LLN0$Status","1","1","0"
"55","1.032648130","ipcas_21:73:33","146","1","1","LIED10PROT/LLN0$Alarm","1","",""
"56","1.032648742","ipcas_21:73:33","203","1","1","LIED10MEAS/LLN0$Measurement","308","312","313"
"107","2.075373125","ipcas_21:73:33","149","1","2","LIED10CTRL/LLN0$Status","1","1","0"
"108","2.075379627","ipcas_21:73:33","146","1","2","LIED10PROT/LLN0$Alarm","1","",""
"109","2.075380682","ipcas_21:73:33","203","1","2","LIED10MEAS/LLN0$Measurement","314","306","305"
"160","3.121901122","ipcas_21:73:33","149","1","3","LIED10CTRL/LLN0$Status","1","1","0"
"161","3.121906891","ipcas_21:73:33","146","1","3","LIED10PROT/LLN0$Alarm","1","",""
"162","3.121907890","ipcas_21:73:33","203","1","3","LIED10MEAS/LLN0$Measurement","310","315","307"
"213","4.167132154","ipcas_21:73:33","149","1","4","LIED10CTRL/LLN0$Status","1","1","0"
"214","4.167138950","ipcas_21:73:33","146","1","4","LIED10PROT/LLN0$Alarm","1","",""
"215","4.167140246","ipcas_21:73:33","203","1","4","LIED10MEAS/LLN0$Measurement","311","315","311"
"266","5.216292554","ipcas_21:73:33","149","1","5","LIED10CTRL/LLN0$Status","1","1","0"
"267","5.216299837","ipcas_21:73:33","146","1","5","LIED10PROT/LLN0$Alarm","1","",""
"268","5.217314031","ipcas_21:73:33","203","1","5","LIED10MEAS/LLN0$Measurement","314","314","315"
"319","6.275627881","ipcas_21:73:33","149","1","6","LIED10CTRL/LLN0$Status","1","1","0"
"320","6.275636852","ipcas_21:73:33","146","1","6","LIED10PROT/LLN0$Alarm","1","",""
"321","6.275638429","ipcas_21:73:33","203","1","6","LIED10MEAS/LLN0$Measurement","308","305","312"
"372","7.337581635","ipcas_21:73:33","149","1","7","LIED10CTRL/LLN0$Status","1","1","0"
"373","7.337597321","ipcas_21:73:33","146","1","7","LIED10PROT/LLN0$Alarm","1","",""
"374","7.337694379","ipcas_21:73:33","203","1","7","LIED10MEAS/LLN0$Measurement","314","313","308"
"425","8.395527909","ipcas_21:73:33","149","1","8","LIED10CTRL/LLN0$Status","1","1","0"
"426","8.395647760","ipcas_21:73:33","146","1","8","LIED10PROT/LLN0$Alarm","1","",""
"427","8.395652879","ipcas_21:73:33","203","1","8","LIED10MEAS/LLN0$Measurement","306","311","310"
"478","9.445136905","ipcas_21:73:33","149","1","9","LIED10CTRL/LLN0$Status","1","1","0"
"479","9.446121351","ipcas_21:73:33","146","1","9","LIED10PROT/LLN0$Alarm","1","",""
"480","9.446124519","ipcas_21:73:33","203","1","9","LIED10MEAS/LLN0$Measurement","314","305","309"
"531","10.492781535","ipcas_21:73:33","149","1","10","LIED10CTRL/LLN0$Status","1","1","0"
"532","10.492790441","ipcas_21:73:33","146","1","10","LIED10PROT/LLN0$Alarm","1","",""
"533","10.492791407","ipcas_21:73:33","203","1","10","LIED10MEAS/LLN0$Measurement","311","305","309"
"534","10.498055494","ipcas_21:73:33","150","9999","0","LIED10CTRL/LLN0$Status","1","1","0"
"585","11.553984083","ipcas_21:73:33","149","1","11","LIED10CTRL/LLN0$Status","1","1","0"
"586","11.555812231","ipcas_21:73:33","146","1","11","LIED10PROT/LLN0$Alarm","1","",""
"587","11.555814915","ipcas_21:73:33","203","1","11","LIED10MEAS/LLN0$Measurement","311","314","306"
"638","12.614083319","ipcas_21:73:33","149","1","12","LIED10CTRL/LLN0$Status","1","1","0"
"639","12.614088715","ipcas_21:73:33","146","1","12","LIED10PROT/LLN0$Alarm","1","",""
"640","12.614089539","ipcas_21:73:33","203","1","12","LIED10MEAS/LLN0$Measurement","307","309","315"
"691","13.667628550","ipcas_21:73:33","149","1","13","LIED10CTRL/LLN0$Status","1","1","0"
"692","13.667636620","ipcas_21:73:33","146","1","13","LIED10PROT/LLN0$Alarm","1","",""
"693","13.667637523","ipcas_21:73:33","203","1","13","LIED10MEAS/LLN0$Measurement","314","313","313"
"744","14.729292100","ipcas_21:73:33","149","1","14","LIED10CTRL/LLN0$Status","1","1","0"
"745","14.729299190","ipcas_21:73:33","146","1","14","LIED10PROT/LLN0$Alarm","1","",""
"746","14.729648750","ipcas_21:73:33","203","1","14","LIED10MEAS/LLN0$Measurement","313","313","312"
"798","15.784832476","ipcas_21:73:33","149","1","15","LIED10CTRL/LLN0$Status","1","1","0"
"799","15.784839332","ipcas_21:73:33","146","1","15","LIED10PROT/LLN0$Alarm","1","",""
